,DISTRICT_CODE,SCHOOL_CODE,SCH_RAT,DIST_RAT,DS_CODE
775,1750,50,11:1,13:1,1750-50
776,1750,70,13:1,13:1,1750-70
777,1750,75,13:1,13:1,1750-75
778,1750,80,14:1,13:1,1750-80
779,2330,50,13:1,15:1,2330-50
780,2330,71,13:1,15:1,2330-71
781,2330,80,15:1,15:1,2330-80
782,2330,90,16:1,15:1,2330-90
783,2330,100,18:1,15:1,2330-100
784,2330,110,14:1,15:1,2330-110
785,2330,120,14:1,15:1,2330-120
786,2330,125,11:1,15:1,2330-125
787,2330,131,15:1,15:1,2330-131
788,2330,135,13:1,15:1,2330-135
789,2330,136,13:1,15:1,2330-136
790,2330,140,12:1,15:1,2330-140
791,2730,50,11:1,12:1,2730-50
792,2730,55,12:1,12:1,2730-55
793,2730,60,11:1,12:1,2730-60
794,2730,70,13:1,12:1,2730-70
795,2730,80,12:1,12:1,2730-80
796,2730,90,13:1,12:1,2730-90
797,2730,100,16:1,12:1,2730-100
798,2730,110,16:1,12:1,2730-110
799,2730,118,15:1,12:1,2730-118
800,3190,50,11:1,12:1,3190-50
801,3190,60,10:1,12:1,3190-60
802,3190,65,12:1,12:1,3190-65
803,3190,70,11:1,12:1,3190-70
804,3190,80,12:1,12:1,3190-80
805,3190,100,11:1,12:1,3190-100
806,3190,120,13:1,12:1,3190-120
807,3190,300,13:1,12:1,3190-300
808,3310,50,13:1,12:1,3310-50
809,3310,60,11:1,12:1,3310-60
810,3310,100,12:1,12:1,3310-100
811,3310,110,11:1,12:1,3310-110
812,3310,116,10:1,12:1,3310-116
813,3310,123,12:1,12:1,3310-123
814,3310,127,10:1,12:1,3310-127
815,3310,130,11:1,12:1,3310-130
816,3310,140,13:1,12:1,3310-140
817,3310,165,9:1,12:1,3310-165
818,3310,170,13:1,12:1,3310-170
819,3570,2,13:1,15:1,3570-2
820,3570,3,13:1,15:1,3570-3
821,3570,4,7:1,15:1,3570-4
822,3570,10,12:1,15:1,3570-10
823,3570,20,14:1,15:1,3570-20
824,3570,30,10:1,15:1,3570-30
825,3570,40,14:1,15:1,3570-40
826,3570,50,13:1,15:1,3570-50
827,3570,55,13:1,15:1,3570-55
828,3570,56,12:1,15:1,3570-56
829,3570,57,13:1,15:1,3570-57
830,3570,70,12:1,15:1,3570-70
831,3570,80,12:1,15:1,3570-80
832,3570,87,13:1,15:1,3570-87
833,3570,170,17:1,15:1,3570-170
834,3570,200,15:1,15:1,3570-200
835,3570,220,15:1,15:1,3570-220
836,3570,225,14:1,15:1,3570-225
837,3570,270,12:1,15:1,3570-270
838,3570,290,8:1,15:1,3570-290
839,3570,301,16:1,15:1,3570-301
840,3570,302,1:1,15:1,3570-302
841,3570,304,14:1,15:1,3570-304
842,3570,306,14:1,15:1,3570-306
843,3570,307,9:1,15:1,3570-307
844,3570,308,12:1,15:1,3570-308
845,3570,310,12:1,15:1,3570-310
846,3570,312,18:1,15:1,3570-312
847,3570,314,18:1,15:1,3570-314
848,3570,316,18:1,15:1,3570-316
849,3570,317,10:1,15:1,3570-317
850,3570,330,13:1,15:1,3570-330
851,3570,350,14:1,15:1,3570-350
852,3570,370,13:1,15:1,3570-370
853,3570,390,16:1,15:1,3570-390
854,3570,410,16:1,15:1,3570-410
855,3570,415,16:1,15:1,3570-415
856,3570,420,4:1,15:1,3570-420
857,3570,430,12:1,15:1,3570-430
858,3570,435,15:1,15:1,3570-435
859,3570,440,15:1,15:1,3570-440
860,3570,455,15:1,15:1,3570-455
861,3570,460,16:1,15:1,3570-460
862,3570,470,17:1,15:1,3570-470
863,3570,477,1:1,15:1,3570-477
864,3570,480,15:1,15:1,3570-480
865,3570,490,16:1,15:1,3570-490
866,3570,495,13:1,15:1,3570-495
867,3570,520,13:1,15:1,3570-520
868,3570,565,13:1,15:1,3570-565
869,3570,570,15:1,15:1,3570-570
870,3570,575,14:1,15:1,3570-575
871,3570,581,16:1,15:1,3570-581
872,3570,590,15:1,15:1,3570-590
873,3570,605,13:1,15:1,3570-605
874,3570,610,17:1,15:1,3570-610
875,3570,615,11:1,15:1,3570-615
876,3570,640,13:1,15:1,3570-640
877,3570,670,16:1,15:1,3570-670
878,3570,690,16:1,15:1,3570-690
879,3570,710,15:1,15:1,3570-710
880,3570,715,13:1,15:1,3570-715
881,3570,750,16:1,15:1,3570-750
882,3630,50,9:1,10:1,3630-50
883,3630,60,10:1,10:1,3630-60
884,3750,50,12:1,12:1,3750-50
885,3750,60,12:1,12:1,3750-60
886,3750,70,10:1,12:1,3750-70
887,3750,80,11:1,12:1,3750-80
888,3750,90,11:1,12:1,3750-90
889,3750,100,12:1,12:1,3750-100
890,3750,110,12:1,12:1,3750-110
891,3880,50,10:1,12:1,3880-50
892,3880,70,10:1,12:1,3880-70
893,3880,80,11:1,12:1,3880-80
894,3880,90,10:1,12:1,3880-90
895,3880,100,13:1,12:1,3880-100
896,3880,105,13:1,12:1,3880-105
897,3880,110,9:1,12:1,3880-110
898,3880,115,10:1,12:1,3880-115
899,3880,120,10:1,12:1,3880-120
900,3880,300,10:1,12:1,3880-300
901,3880,301,3:1,12:1,3880-301
902,4530,20,12:1,12:1,4530-20
903,4900,30,14:1,12:1,4900-30
904,4900,40,11:1,12:1,4900-40
905,4900,50,11:1,12:1,4900-50
906,4900,60,12:1,12:1,4900-60
907,4900,90,11:1,12:1,4900-90
908,4900,100,12:1,12:1,4900-100
909,4900,130,11:1,12:1,4900-130
910,4900,140,12:1,12:1,4900-140
911,4900,150,12:1,12:1,4900-150
912,4900,300,12:1,12:1,4900-300
913,5370,50,13:1,12:1,5370-50
914,5370,70,10:1,12:1,5370-70
915,5370,80,10:1,12:1,5370-80
916,5370,90,13:1,12:1,5370-90
917,5370,95,11:1,12:1,5370-95
918,5370,100,12:1,12:1,5370-100
919,5630,50,10:1,10:1,5630-50
920,5630,70,10:1,10:1,5630-70
921,5680,50,11:1,11:1,5680-50
922,5680,70,10:1,11:1,5680-70
923,5680,90,9:1,11:1,5680-90
924,5680,120,10:1,11:1,5680-120
925,5680,130,9:1,11:1,5680-130
926,5680,135,10:1,11:1,5680-135
927,5680,140,9:1,11:1,5680-140
928,5680,150,9:1,11:1,5680-150
929,5680,160,10:1,11:1,5680-160
930,5680,170,10:1,11:1,5680-170
931,5680,180,10:1,11:1,5680-180
932,5680,300,8:1,11:1,5680-300
933,860,30,9:1,12:1,860-30
934,860,40,12:1,12:1,860-40
935,860,45,20:1,12:1,860-45
936,870,20,13:1,13:1,870-20
937,870,30,12:1,13:1,870-30
938,1100,30,15:1,13:1,1100-30
939,1100,40,13:1,13:1,1100-40
940,1100,45,12:1,13:1,1100-45
941,1100,90,9:1,13:1,1100-90
942,1100,105,11:1,13:1,1100-105
943,1100,110,5:1,13:1,1100-110
944,1100,120,10:1,13:1,1100-120
945,1100,130,13:1,13:1,1100-130
946,1100,140,10:1,13:1,1100-140
947,1180,20,12:1,12:1,1180-20
948,1180,45,12:1,12:1,1180-45
949,1330,10,11:1,11:1,1330-10
950,1590,70,11:1,11:1,1590-70
951,1590,80,13:1,11:1,1590-80
952,1590,95,10:1,11:1,1590-95
953,1715,50,10:1,10:1,1715-50
954,1730,50,9:1,11:1,1730-50
955,1730,65,12:1,11:1,1730-65
956,1730,78,9:1,11:1,1730-78
957,1730,80,13:1,11:1,1730-80
958,1730,90,11:1,11:1,1730-90
959,1774,15,6:1,6:1,1774-15
960,1775,10,15:1,15:1,1775-10
961,1830,50,10:1,9:1,1830-50
962,1830,60,8:1,9:1,1830-60
963,2070,50,12:1,12:1,2070-50
964,2070,80,12:1,12:1,2070-80
965,2440,50,14:1,15:1,2440-50
966,2440,60,15:1,15:1,2440-60
967,2750,25,9:1,9:1,2750-25
968,2750,40,7:1,9:1,2750-40
969,2750,300,7:1,9:1,2750-300
970,2990,30,12:1,11:1,2990-30
971,2990,40,10:1,11:1,2990-40
972,2990,50,15:1,11:1,2990-50
973,3280,50,15:1,13:1,3280-50
974,3280,75,11:1,13:1,3280-75
975,3280,90,13:1,13:1,3280-90
976,3280,95,14:1,13:1,3280-95
977,3280,100,12:1,13:1,3280-100
978,3280,110,13:1,13:1,3280-110
979,3490,50,10:1,10:1,3490-50
980,4020,50,7:1,10:1,4020-50
981,4020,60,10:1,10:1,4020-60
982,4020,70,11:1,10:1,4020-70
983,4020,300,7:1,10:1,4020-300
984,4140,50,10:1,9:1,4140-50
985,4140,60,8:1,9:1,4140-60
986,4140,65,7:1,9:1,4140-65
987,4140,75,9:1,9:1,4140-75
988,4140,80,9:1,9:1,4140-80
989,4880,50,11:1,11:1,4880-50
990,4940,50,16:1,13:1,4940-50
991,4940,60,9:1,13:1,4940-60
992,5120,50,12:1,12:1,5120-50
993,5120,60,11:1,12:1,5120-60
994,5120,70,11:1,12:1,5120-70
995,5120,80,11:1,12:1,5120-80
996,5500,10,12:1,11:1,5500-10
997,5500,20,10:1,11:1,5500-20
998,5500,25,9:1,11:1,5500-25
999,5500,26,10:1,11:1,5500-26
1000,5500,27,9:1,11:1,5500-27
1001,5500,28,9:1,11:1,5500-28
1002,5500,30,12:1,11:1,5500-30
1003,5500,40,10:1,11:1,5500-40
1004,5500,50,9:1,11:1,5500-50
1005,5500,60,10:1,11:1,5500-60
1006,5500,70,10:1,11:1,5500-70
1007,5590,50,9:1,9:1,5590-50
1008,5620,50,12:1,13:1,5620-50
1009,5620,70,13:1,13:1,5620-70
1010,5620,100,12:1,13:1,5620-100
1011,5620,111,11:1,13:1,5620-111
1012,5620,130,13:1,13:1,5620-130
1013,5740,40,11:1,11:1,5740-40
1014,5860,50,10:1,11:1,5860-50
1015,5860,90,10:1,11:1,5860-90
1016,5860,100,6:1,11:1,5860-100
1017,5860,110,10:1,11:1,5860-110
1018,5870,50,9:1,9:1,5870-50
1019,220,10,9:1,14:1,220-10
1020,220,20,13:1,14:1,220-20
1021,220,30,13:1,14:1,220-30
1022,220,40,15:1,14:1,220-40
1023,220,50,13:1,14:1,220-50
1024,220,60,14:1,14:1,220-60
1025,220,70,12:1,14:1,220-70
1026,220,80,16:1,14:1,220-80
1027,220,85,14:1,14:1,220-85
1028,220,90,15:1,14:1,220-90
1029,220,120,13:1,14:1,220-120
1030,220,130,14:1,14:1,220-130
1031,220,140,19:1,14:1,220-140
1032,1200,50,19:1,14:1,1200-50
1033,1850,50,19:1,14:1,1850-50
1034,2060,50,12:1,14:1,2060-50
1035,2060,60,13:1,14:1,2060-60
1036,2060,61,10:1,14:1,2060-61
1037,2060,70,12:1,14:1,2060-70
1038,2210,5,9:1,13:1,2210-5
1039,2210,50,8:1,13:1,2210-50
1040,2210,63,9:1,13:1,2210-63
1041,2210,65,7:1,13:1,2210-65
1042,2210,70,8:1,13:1,2210-70
1043,2210,300,8:1,13:1,2210-300
1044,2295,30,10:1,13:1,2295-30
1045,2295,50,13:1,13:1,2295-50
1046,2295,90,12:1,13:1,2295-90
1047,2295,301,2:1,13:1,2295-301
1048,2295,304,2:1,13:1,2295-304
1049,2295,305,2:1,13:1,2295-305
1050,2390,2,9:1,12:1,2390-2
1051,2390,11,4:1,12:1,2390-11
1052,2390,50,11:1,12:1,2390-50
1053,2390,60,11:1,12:1,2390-60
1054,2390,70,8:1,12:1,2390-70
1055,2390,75,15:1,12:1,2390-75
1056,2390,80,12:1,12:1,2390-80
1057,2390,82,9:1,12:1,2390-82
1058,2390,95,15:1,12:1,2390-95
1059,2390,100,12:1,12:1,2390-100
1060,2390,105,14:1,12:1,2390-105
1061,2390,110,12:1,12:1,2390-110
1062,2390,120,12:1,12:1,2390-120
1063,2390,140,15:1,12:1,2390-140
1064,2390,150,12:1,12:1,2390-150
1065,2390,155,13:1,12:1,2390-155
1066,2390,160,8:1,12:1,2390-160
1067,2390,170,12:1,12:1,2390-170
1068,2390,190,19:1,12:1,2390-190
1069,2390,200,11:1,12:1,2390-200
1070,2390,210,11:1,12:1,2390-210
1071,2390,220,13:1,12:1,2390-220
1072,2390,230,12:1,12:1,2390-230
1073,2390,240,13:1,12:1,2390-240
1074,2390,250,12:1,12:1,2390-250
1075,2390,260,14:1,12:1,2390-260
1076,2390,270,13:1,12:1,2390-270
1077,2390,280,10:1,12:1,2390-280
1078,2390,300,13:1,12:1,2390-300
1079,2390,301,13:1,12:1,2390-301
1080,2390,302,10:1,12:1,2390-302
1081,2390,320,12:1,12:1,2390-320
1082,2390,330,10:1,12:1,2390-330
1083,2390,340,17:1,12:1,2390-340
1084,2390,345,9:1,12:1,2390-345
1085,2390,347,12:1,12:1,2390-347
1086,2390,350,13:1,12:1,2390-350
1087,2390,360,13:1,12:1,2390-360
1088,2390,370,12:1,12:1,2390-370
1089,2410,50,14:1,13:1,2410-50
1090,2410,70,11:1,13:1,2410-70
1091,2410,80,13:1,13:1,2410-80
1092,2410,90,14:1,13:1,2410-90
1093,2410,100,12:1,13:1,2410-100
1094,2410,110,13:1,13:1,2410-110
1095,2410,120,11:1,13:1,2410-120
1096,3610,50,14:1,13:1,3610-50
1097,3610,60,14:1,13:1,3610-60
1098,3610,70,14:1,13:1,3610-70
1099,3610,80,10:1,13:1,3610-80
1100,3610,90,13:1,13:1,3610-90
1101,3610,100,10:1,13:1,3610-100
1102,3610,110,12:1,13:1,3610-110
1103,4730,50,11:1,12:1,4730-50
1104,4730,65,11:1,12:1,4730-65
1105,4730,70,14:1,12:1,4730-70
1106,4730,80,10:1,12:1,4730-80
1107,5240,54,10:1,16:1,5240-54
1108,5240,55,15:1,16:1,5240-55
1109,5240,70,13:1,16:1,5240-70
1110,5240,90,14:1,16:1,5240-90
1111,5240,100,14:1,16:1,5240-100
1112,5240,105,15:1,16:1,5240-105
1113,5240,110,16:1,16:1,5240-110
1114,5240,118,15:1,16:1,5240-118
1115,5240,120,14:1,16:1,5240-120
1116,5240,130,15:1,16:1,5240-130
1117,5240,140,14:1,16:1,5240-140
1118,5240,145,7:1,16:1,5240-145
1119,5240,150,13:1,16:1,5240-150
1120,5240,300,14:1,16:1,5240-300
1121,5580,50,11:1,11:1,5580-50
1122,5580,70,11:1,11:1,5580-70
1123,5580,80,11:1,11:1,5580-80
1124,5670,50,12:1,14:1,5670-50
1125,5670,55,12:1,14:1,5670-55
1126,5670,60,13:1,14:1,5670-60
1127,5670,65,16:1,14:1,5670-65
1128,5670,70,13:1,14:1,5670-70
1129,5670,80,14:1,14:1,5670-80
1130,5670,90,15:1,14:1,5670-90
1131,5670,100,14:1,14:1,5670-100
1132,5670,110,14:1,14:1,5670-110
1133,20,5,9:1,9:1,20-5
1134,20,10,10:1,9:1,20-10
1135,370,20,11:1,8:1,370-20
1136,370,70,8:1,8:1,370-70
1137,430,20,7:1,7:1,430-20
1138,670,30,5:1,5:1,670-30
1139,910,30,10:1,10:1,910-30
1140,920,30,9:1,9:1,920-30
1141,920,35,9:1,9:1,920-35
1142,920,40,9:1,9:1,920-40
1143,920,50,8:1,9:1,920-50
1144,1040,40,9:1,9:1,1040-40
1145,1050,40,10:1,10:1,1050-40
1146,1160,50,9:1,9:1,1160-50
1147,1376,10,2:1,9:1,1376-10
1148,1376,20,7:1,9:1,1376-20
1149,1376,30,8:1,9:1,1376-30
1150,1376,50,10:1,9:1,1376-50
1151,1510,30,9:1,10:1,1510-30
1152,1510,33,8:1,10:1,1510-33
1153,1510,35,9:1,10:1,1510-35
1154,1510,40,10:1,10:1,1510-40
1155,1510,45,11:1,10:1,1510-45
1156,1510,50,8:1,10:1,1510-50
1157,1600,50,9:1,9:1,1600-50
1158,1680,50,7:1,7:1,1680-50
1159,1970,50,6:1,6:1,1970-50
1160,2140,55,8:1,9:1,2140-55
1161,2140,60,8:1,9:1,2140-60
1162,2220,60,10:1,10:1,2220-60
1163,2300,50,12:1,12:1,2300-50
1164,2305,50,4:1,3:1,2305-50
1165,2308,30,14:1,20:1,2308-30
1166,2308,50,13:1,20:1,2308-50
1167,2308,300,13:1,20:1,2308-300
1168,2450,50,9:1,9:1,2450-50
1169,2590,50,6:1,6:1,2590-50
1170,2600,50,8:1,9:1,2600-50
1171,2600,60,8:1,9:1,2600-60
1172,3180,50,5:1,5:1,3180-50
1173,3660,50,12:1,12:1,3660-50
1174,3660,60,11:1,12:1,3660-60
1175,4350,30,10:1,9:1,4350-30
1176,4350,50,8:1,9:1,4350-50
1177,4350,60,8:1,9:1,4350-60
1178,4350,70,8:1,9:1,4350-70
1179,5180,30,8:1,9:1,5180-30
1180,5180,55,9:1,9:1,5180-55
1181,5270,50,9:1,10:1,5270-50
1182,5270,60,11:1,10:1,5270-60
1183,1245,50,12:1,12:1,1245-50
1184,1245,55,11:1,12:1,1245-55
1185,1245,60,10:1,12:1,1245-60
1186,1245,70,12:1,12:1,1245-70
1187,1245,75,12:1,12:1,1245-75
1188,1245,80,10:1,12:1,1245-80
1189,1430,50,11:1,10:1,1430-50
1190,1430,60,8:1,10:1,1430-60
1191,1430,105,12:1,10:1,1430-105
1192,1430,130,10:1,10:1,1430-130
1193,1430,140,9:1,10:1,1430-140
1194,1950,50,12:1,12:1,1950-50
1195,1950,55,12:1,12:1,1950-55
1196,1950,60,12:1,12:1,1950-60
1197,1950,70,12:1,12:1,1950-70
1198,1950,80,12:1,12:1,1950-80
1199,1950,83,11:1,12:1,1950-83
1200,1950,85,11:1,12:1,1950-85
1201,1950,105,11:1,12:1,1950-105
1202,1950,110,10:1,12:1,1950-110
1203,1950,150,9:1,12:1,1950-150
1204,1950,160,10:1,12:1,1950-160
1205,1950,170,10:1,12:1,1950-170
1206,1950,180,9:1,12:1,1950-180
1207,1950,185,12:1,12:1,1950-185
1208,1950,200,12:1,12:1,1950-200
1209,1950,210,10:1,12:1,1950-210
1210,1950,220,11:1,12:1,1950-220
1211,1950,225,10:1,12:1,1950-225
1212,1950,240,11:1,12:1,1950-240
1213,1950,245,10:1,12:1,1950-245
1214,1950,250,10:1,12:1,1950-250
1215,1950,260,11:1,12:1,1950-260
1216,1950,270,10:1,12:1,1950-270
1217,2280,30,10:1,10:1,2280-30
1218,2280,35,10:1,10:1,2280-35
1219,2280,40,8:1,10:1,2280-40
1220,2280,55,10:1,10:1,2280-55
1221,2280,65,9:1,10:1,2280-65
1222,2280,75,9:1,10:1,2280-75
1223,2580,40,12:1,12:1,2580-40
1224,2580,50,12:1,12:1,2580-50
1225,2580,70,10:1,12:1,2580-70
1226,2580,80,10:1,12:1,2580-80
1227,2580,85,12:1,12:1,2580-85
1228,2580,90,12:1,12:1,2580-90
1229,2580,100,10:1,12:1,2580-100
1230,3103,5,10:1,6:1,3103-5
1231,3103,50,5:1,6:1,3103-50
1232,3103,55,5:1,6:1,3103-55
1233,3103,70,7:1,6:1,3103-70
1234,3105,30,13:1,14:1,3105-30
1235,3105,40,11:1,14:1,3105-40
1236,3105,300,4:1,14:1,3105-300
1237,3105,302,6:1,14:1,3105-302
1238,3105,304,7:1,14:1,3105-304
1239,4255,50,12:1,11:1,4255-50
1240,4255,70,10:1,11:1,4255-70
1241,4255,80,11:1,11:1,4255-80
1242,4255,85,10:1,11:1,4255-85
1243,4255,90,9:1,11:1,4255-90
1244,4255,110,11:1,11:1,4255-110
1245,5210,30,9:1,14:1,5210-30
1246,5210,50,11:1,14:1,5210-50
1247,5210,51,12:1,14:1,5210-51
1248,5210,100,13:1,14:1,5210-100
1249,5210,170,13:1,14:1,5210-170
1250,5210,190,16:1,14:1,5210-190
1251,5210,200,11:1,14:1,5210-200
1252,5210,210,15:1,14:1,5210-210
1253,5210,230,12:1,14:1,5210-230
1254,5210,235,10:1,14:1,5210-235
1255,5210,240,10:1,14:1,5210-240
1256,5210,260,15:1,14:1,5210-260
1257,5210,265,13:1,14:1,5210-265
1258,5210,270,11:1,14:1,5210-270
1259,5210,280,15:1,14:1,5210-280
1260,5210,300,16:1,14:1,5210-300
1261,5210,301,13:1,14:1,5210-301
1262,5210,310,13:1,14:1,5210-310
1263,5210,401,15:1,14:1,5210-401
1264,5510,30,14:1,13:1,5510-30
1265,5510,40,11:1,13:1,5510-40
1266,5510,50,15:1,13:1,5510-50
1267,5715,20,13:1,13:1,5715-20
1268,5715,25,11:1,13:1,5715-25
1269,5715,30,14:1,13:1,5715-30
1270,5715,35,12:1,13:1,5715-35
1271,5715,40,14:1,13:1,5715-40
1272,5715,50,11:1,13:1,5715-50
1273,5715,130,9:1,13:1,5715-130
1274,5715,140,11:1,13:1,5715-140
1275,5715,150,12:1,13:1,5715-150
1276,5715,160,12:1,13:1,5715-160
1277,750,30,12:1,13:1,750-30
1278,750,50,13:1,13:1,750-50
1279,750,55,14:1,13:1,750-55
1280,750,57,12:1,13:1,750-57
1281,750,60,10:1,13:1,750-60
1282,970,30,9:1,9:1,970-30
1283,1140,40,10:1,12:1,1140-40
1284,1140,50,12:1,12:1,1140-50
1285,1140,60,7:1,12:1,1140-60
1286,1170,50,12:1,12:1,1170-50
1287,1170,55,11:1,12:1,1170-55
1288,1170,56,10:1,12:1,1170-56
1289,1170,60,9:1,12:1,1170-60
1290,1170,70,10:1,12:1,1170-70
1291,1170,90,11:1,12:1,1170-90
1292,1170,100,10:1,12:1,1170-100
1293,1170,120,12:1,12:1,1170-120
1294,1170,125,10:1,12:1,1170-125
1295,1170,130,12:1,12:1,1170-130
1296,1170,138,11:1,12:1,1170-138
1297,1290,50,14:1,16:1,1290-50
1298,1290,53,18:1,16:1,1290-53
1299,1290,55,15:1,16:1,1290-55
1300,1290,57,11:1,16:1,1290-57
1301,1290,60,11:1,16:1,1290-60
1302,1290,63,17:1,16:1,1290-63
1303,1290,65,12:1,16:1,1290-65
1304,1290,90,20:1,16:1,1290-90
1305,1290,92,18:1,16:1,1290-92
1306,1290,93,12:1,16:1,1290-93
1307,1290,95,18:1,16:1,1290-95
1308,1290,100,22:1,16:1,1290-100
1309,1290,103,13:1,16:1,1290-103
1310,1290,104,16:1,16:1,1290-104
1311,1290,105,17:1,16:1,1290-105
1312,1290,150,13:1,16:1,1290-150
1313,1290,160,20:1,16:1,1290-160
1314,1290,300,33:1,16:1,1290-300
1315,1290,302,13:1,16:1,1290-302
1316,2150,50,11:1,11:1,2150-50
1317,2150,60,11:1,11:1,2150-60
1318,2150,70,12:1,11:1,2150-70
1319,2150,85,11:1,11:1,2150-85
1320,2370,75,11:1,13:1,2370-75
1321,2370,80,13:1,13:1,2370-80
1322,3120,50,11:1,12:1,3120-50
1323,3120,60,13:1,12:1,3120-60
1324,3120,70,11:1,12:1,3120-70
1325,3120,90,13:1,12:1,3120-90
1326,3140,50,10:1,12:1,3140-50
1327,3140,65,9:1,12:1,3140-65
1328,3140,70,10:1,12:1,3140-70
1329,3140,85,12:1,12:1,3140-85
1330,3140,90,11:1,12:1,3140-90
1331,3145,6,10:1,4:1,3145-6
1332,3145,30,6:1,4:1,3145-30
1333,3145,31,7:1,4:1,3145-31
1334,3145,80,2:1,4:1,3145-80
1335,3145,90,12:1,4:1,3145-90
1336,3145,100,6:1,4:1,3145-100
1337,3150,10,12:1,11:1,3150-10
1338,3150,40,11:1,11:1,3150-40
1339,3150,60,12:1,11:1,3150-60
1340,3150,65,9:1,11:1,3150-65
1341,3150,70,15:1,11:1,3150-70
1342,3150,300,11:1,11:1,3150-300
1343,3150,301,11:1,11:1,3150-301
1344,3220,50,11:1,11:1,3220-50
1345,3220,60,11:1,11:1,3220-60
1346,3290,5,13:1,13:1,3290-5
1347,3290,10,11:1,13:1,3290-10
1348,3290,20,12:1,13:1,3290-20
1349,3290,30,13:1,13:1,3290-30
1350,3290,40,13:1,13:1,3290-40
1351,3290,50,12:1,13:1,3290-50
1352,3290,60,14:1,13:1,3290-60
1353,3290,300,13:1,13:1,3290-300
1354,3530,50,14:1,13:1,3530-50
1355,3530,55,12:1,13:1,3530-55
1356,3530,60,14:1,13:1,3530-60
1357,3530,80,12:1,13:1,3530-80
1358,3530,90,11:1,13:1,3530-90
1359,3530,100,12:1,13:1,3530-100
1360,3530,110,10:1,13:1,3530-110
1361,3530,123,11:1,13:1,3530-123
1362,3530,125,12:1,13:1,3530-125
1363,3530,140,10:1,13:1,3530-140
1364,3530,300,12:1,13:1,3530-300
1365,3620,40,12:1,12:1,3620-40
1366,3620,55,12:1,12:1,3620-55
1367,3620,60,11:1,12:1,3620-60
1368,3620,65,12:1,12:1,3620-65
1369,3620,70,10:1,12:1,3620-70
1370,3620,90,11:1,12:1,3620-90
1371,3845,40,13:1,12:1,3845-40
1372,3845,82,8:1,12:1,3845-82
1373,3845,103,12:1,12:1,3845-103
1374,3845,105,11:1,12:1,3845-105
1375,3845,108,10:1,12:1,3845-108
1376,3845,110,11:1,12:1,3845-110
1377,3845,113,10:1,12:1,3845-113
1378,3845,120,8:1,12:1,3845-120
1379,3845,130,11:1,12:1,3845-130
1380,3845,133,11:1,12:1,3845-133
1381,3845,140,11:1,12:1,3845-140
1382,3845,150,12:1,12:1,3845-150
1383,3845,163,11:1,12:1,3845-163
1384,3845,165,10:1,12:1,3845-165
1385,3845,170,12:1,12:1,3845-170
1386,4090,50,11:1,12:1,4090-50
1387,4090,65,13:1,12:1,4090-65
1388,4090,70,11:1,12:1,4090-70
1389,4090,75,12:1,12:1,4090-75
1390,4090,80,13:1,12:1,4090-80
1391,4090,130,11:1,12:1,4090-130
1392,4090,140,13:1,12:1,4090-140
1393,4090,145,11:1,12:1,4090-145
1394,4090,150,13:1,12:1,4090-150
1395,4090,200,12:1,12:1,4090-200
1396,4090,300,16:1,12:1,4090-300
1397,4130,50,13:1,13:1,4130-50
1398,4130,53,10:1,13:1,4130-53
1399,4130,55,10:1,13:1,4130-55
1400,4130,57,10:1,13:1,4130-57
1401,4130,60,13:1,13:1,4130-60
1402,4130,65,12:1,13:1,4130-65
1403,4130,80,15:1,13:1,4130-80
1404,4130,100,13:1,13:1,4130-100
1405,4130,105,13:1,13:1,4130-105
1406,4130,120,14:1,13:1,4130-120
1407,4660,50,13:1,13:1,4660-50
1408,4660,55,12:1,13:1,4660-55
1409,4660,60,13:1,13:1,4660-60
1410,4660,70,13:1,13:1,4660-70
1411,4660,75,14:1,13:1,4660-75
1412,4660,85,13:1,13:1,4660-85
1413,4660,120,14:1,13:1,4660-120
1414,4830,30,11:1,12:1,4830-30
1415,4830,60,11:1,12:1,4830-60
1416,4860,50,15:1,14:1,4860-50
1417,4860,55,14:1,14:1,4860-55
1418,4860,60,15:1,14:1,4860-60
1419,4860,70,12:1,14:1,4860-70
1420,4860,75,13:1,14:1,4860-75
1421,4860,85,14:1,14:1,4860-85
1422,4860,95,11:1,14:1,4860-95
1423,4860,100,13:1,14:1,4860-100
1424,4860,110,12:1,14:1,4860-110
1425,4860,150,14:1,14:1,4860-150
1426,4910,50,13:1,12:1,4910-50
1427,4910,53,11:1,12:1,4910-53
1428,4910,55,9:1,12:1,4910-55
1429,4910,58,12:1,12:1,4910-58
1430,4910,60,10:1,12:1,4910-60
1431,4910,70,11:1,12:1,4910-70
1432,4910,80,11:1,12:1,4910-80
1433,4920,50,12:1,12:1,4920-50
1434,4920,55,10:1,12:1,4920-55
1435,4920,65,11:1,12:1,4920-65
1436,4920,70,13:1,12:1,4920-70
1437,4970,40,12:1,12:1,4970-40
1438,4970,50,13:1,12:1,4970-50
1439,4970,60,12:1,12:1,4970-60
1440,4970,90,12:1,12:1,4970-90
1441,5850,20,11:1,12:1,5850-20
1442,5850,40,12:1,12:1,5850-40
1443,5850,45,9:1,12:1,5850-45
1444,5850,50,11:1,12:1,5850-50
1445,5850,60,11:1,12:1,5850-60
1446,5850,70,11:1,12:1,5850-70
1447,5850,80,11:1,12:1,5850-80
1448,5850,90,10:1,12:1,5850-90
1449,5850,100,15:1,12:1,5850-100
1450,5850,110,15:1,12:1,5850-110
1451,5850,120,13:1,12:1,5850-120
1452,5850,140,14:1,12:1,5850-140
