,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,GRADESPAN,DS_CODE
1943,2700,LITTLE FALLS TWP,60,LITTLE FALLS TOWNSHIP PUBLIC SCHOOL # 2,PK-02,2700-60
1944,2700,LITTLE FALLS TWP,70,LITTLE FALLS TOWNSHIP PUBLIC SCHOOL # 3,03-04,2700-70
1945,3640,NORTH HALEDON BORO,50,HIGH MOUNTAIN MIDDLE SCHOOL,05-08,3640-50
1946,3640,NORTH HALEDON BORO,60,MEMORIAL ELEMENTARY SCHOOL,PK-04,3640-60
1947,3970,PASSAIC CITY,50,PASSAIC HIGH SCHOOL NO. 12,09-12,3970-50
1948,3970,PASSAIC CITY,80,THOMAS JEFFERSON SCHOOL NO. 1,KG-06,3970-80
1949,3970,PASSAIC CITY,85,GEORGE WASHINGTON SCHOOL NO. 2,KG-02,3970-85
1950,3970,PASSAIC CITY,90,MARIO DRAGO SCHOOL NO. 3,PK-06,3970-90
1951,3970,PASSAIC CITY,95,ABRAHAM LINCOLN MIDDLE SCHOOL NO. 4,07-08,3970-95
1952,3970,PASSAIC CITY,97,SCHOOL NO. 5,KG-06,3970-97
1953,3970,PASSAIC CITY,100,"MARTIN LUTHER KING, JR. SCHOOL NO. 6",PK-06,3970-100
1954,3970,PASSAIC CITY,110,ULYSSES S. GRANT SCHOOL NO. 7,PK-01,3970-110
1955,3970,PASSAIC CITY,120,CASIMIR PULASKI SCHOOL NO. 8,PK-02,3970-120
1956,3970,PASSAIC CITY,125,ETTA GERO SCHOOL NO. 9,03-06,3970-125
1957,3970,PASSAIC CITY,130,THEODORE ROOSEVELT SCHOOL NO. 10,KG-06,3970-130
1958,3970,PASSAIC CITY,140,WILLIAM B. CRUISE MEMORIAL SCHOOL NO. 11,01-06,3970-140
1959,3970,PASSAIC CITY,170,VINCENT CAPUANA SCHOOL NO. 15,PK-PK,3970-170
1960,3970,PASSAIC CITY,180,SCHOOL NO.16,PK-KG,3970-180
1961,3970,PASSAIC CITY,200,DANIEL F. RYAN ELEMENTARY SCHOOL NO. 19,PK-06,3970-200
1962,3970,PASSAIC CITY,300,PASSAIC GIFTED AND TALENTED ACADEMY SCHOOL NO. 20,02-08,3970-300
1963,3975,NORTHERN REGION EDUCATIONAL SERVICES COMMISSION,90,SKYLANDS SCHOOL FOR THE EXCEPTIONAL,06-09,3975-90
1964,3975,NORTHERN REGION EDUCATIONAL SERVICES COMMISSION,100,HOPE ACADEMY,09-12,3975-100
1965,3980,PASSAIC CO MANCHESTER REG,10,PASSAIC COUNTY-MANCHESTER REGIONAL HIGH SCHOOL,09-12,3980-10
1966,3990,PASSAIC VALLEY REGIONAL,50,PASSAIC VALLEY REGIONAL HIGH SCHOOL,09-12,3990-50
1967,3995,PASSAIC COUNTY VOCATIONAL,50,PASSAIC COUNTY TECHNICAL INSTITUTE,09-12,3995-50
1968,4010,PATERSON CITY,1,SCHOOL OF INFORMATION TECHNOLOGY,09-12,4010-1
1969,4010,PATERSON CITY,2,"SCHOOL OF CULINARY ARTS, HOSPITALITY AND TOURISM",09-12,4010-2
1970,4010,PATERSON CITY,3,SCHOOL OF GOVERNMENT AND PUBLIC ADMINISTRATION,09-12,4010-3
1971,4010,PATERSON CITY,4,SCHOOL OF HEALTH SCIENCE,09-12,4010-4
1972,4010,PATERSON CITY,5,SCHOOL OF EARTH AND SPACE SCIENCE,09-12,4010-5
1973,4010,PATERSON CITY,6,ALTERNATIVE HIGH SCHOOL,06-12,4010-6
1974,4010,PATERSON CITY,20,ROSA L. PARKS SCHOOL OF FINE AND PERFORMING ARTS,09-12,4010-20
1975,4010,PATERSON CITY,25,STARS ACADEMY,09-12,4010-25
1976,4010,PATERSON CITY,35,INTERNATIONAL HIGH SCHOOL,09-12,4010-35
1977,4010,PATERSON CITY,43,ALEXANDER HAMILTON ACADEMY,KG-08,4010-43
1978,4010,PATERSON CITY,45,DALE AVENUE,PK-02,4010-45
1979,4010,PATERSON CITY,47,EDWARD W. KILPATRICK,PK-03,4010-47
1980,4010,PATERSON CITY,50,SCHOOL 1,PK-05,4010-50
1981,4010,PATERSON CITY,60,SCHOOL 2,KG-08,4010-60
1982,4010,PATERSON CITY,61,URBAN LEADERSHIP ACADEMY,KG-04,4010-61
1983,4010,PATERSON CITY,70,SCHOOL 3,KG-08,4010-70
1984,4010,PATERSON CITY,80,"REV. DR. FRANK NAPIER, JR. SCHOOL",02-08,4010-80
1985,4010,PATERSON CITY,90,SCHOOL 5,KG-05,4010-90
1986,4010,PATERSON CITY,100,SENATOR FRANK LAUTENBERG SCHOOL,KG-08,4010-100
1987,4010,PATERSON CITY,110,SCHOOL 7,05-08,4010-110
1988,4010,PATERSON CITY,120,SCHOOL 8,KG-08,4010-120
1989,4010,PATERSON CITY,130,"CHARLES J. RILEY, SCHOOL 9",PK-08,4010-130
1990,4010,PATERSON CITY,140,SCHOOL 10,PK-08,4010-140
1991,4010,PATERSON CITY,150,NEWCOMERS,04-08,4010-150
1992,4010,PATERSON CITY,160,SCHOOL 12,KG-08,4010-160
1993,4010,PATERSON CITY,170,SCHOOL 13,KG-08,4010-170
1994,4010,PATERSON CITY,180,SCHOOL 14,KG-04,4010-180
1995,4010,PATERSON CITY,190,SCHOOL 15,PK-05,4010-190
1996,4010,PATERSON CITY,220,SCHOOL 18,PK-08,4010-220
1997,4010,PATERSON CITY,230,SCHOOL 19,KG-04,4010-230
1998,4010,PATERSON CITY,240,SCHOOL 20,KG-08,4010-240
1999,4010,PATERSON CITY,250,SCHOOL 21,PK-08,4010-250
2000,4010,PATERSON CITY,270,SCHOOL 24,PK-08,4010-270
2001,4010,PATERSON CITY,280,SCHOOL 25,KG-08,4010-280
2002,4010,PATERSON CITY,290,SCHOOL 26,KG-08,4010-290
2003,4010,PATERSON CITY,300,SCHOOL 27,PK-06,4010-300
2004,4010,PATERSON CITY,301,DON BOSCO ACADEMY,06-08,4010-301
2005,4010,PATERSON CITY,303,YOUNG MENS ACADEMY,03-07,4010-303
2006,4010,PATERSON CITY,304,"SCHOOL OF SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS",09-12,4010-304
2007,4010,PATERSON CITY,305,SCHOOL OF EDUCATION AND TRAINING,09-12,4010-305
2008,4010,PATERSON CITY,306,"SCHOOL OF BUSINESS, TECHNOLOGY, MARKETING AND FINANCE",09-12,4010-306
2009,4010,PATERSON CITY,307,SCHOOL OF ARCHITECTURE AND CONSTRUCTION TRADES,09-12,4010-307
2010,4010,PATERSON CITY,308,GARRETT MORGAN ACADEMY,09-12,4010-308
2011,4010,PATERSON CITY,309,SCHOOL 16,PK-08,4010-309
2012,4010,PATERSON CITY,310,SCHOOL 28,PK-08,4010-310
2013,4010,PATERSON CITY,311,SCHOOL 29,KG-04,4010-311
2014,4010,PATERSON CITY,312,"DR. MARTIN LUTHER KING, JR. EDUCATIONAL COMPLEX",KG-08,4010-312
2015,4010,PATERSON CITY,313,DR. HANI AWADALLAH SCHOOL,KG-08,4010-313
2016,4010,PATERSON CITY,315,ROBERTO CLEMENTE,KG-05,4010-315
2017,4010,PATERSON CITY,316,NEW ROBERTO CLEMENTE,06-08,4010-316
2018,4010,PATERSON CITY,325,NORMAN S. WEIR,KG-08,4010-325
2019,4230,POMPTON LAKES BORO,50,POMPTON LAKES HIGH SCHOOL,09-12,4230-50
2020,4230,POMPTON LAKES BORO,55,LAKESIDE SCHOOL,06-08,4230-55
2021,4230,POMPTON LAKES BORO,60,LENOX SCHOOL,KG-05,4230-60
2022,4230,POMPTON LAKES BORO,70,LINCOLN SCHOOL,PK-05,4230-70
2023,4270,PROSPECT PARK BORO,10,PROSPECT PARK SCHOOL NO. 1,PK-08,4270-10
2024,4400,RINGWOOD BORO,50,ELEANOR G. HEWITT,04-05,4400-50
2025,4400,RINGWOOD BORO,53,MARTIN J. RYERSON SCHOOL,06-08,4400-53
2026,4400,RINGWOOD BORO,55,PETER COOPER SCHOOL,PK-03,4400-55
2027,4400,RINGWOOD BORO,60,ROBERT ERSKINE SCHOOL,KG-03,4400-60
2028,5200,TOTOWA BORO,50,MEMORIAL SCHOOL,PK-02,5200-50
2029,5200,TOTOWA BORO,60,WASHINGTON PARK SCHOOL,03-08,5200-60
2030,5440,WANAQUE BORO,50,HASKELL ELEMENTARY SCHOOL,PK-08,5440-50
2031,5440,WANAQUE BORO,70,WANAQUE ELEMENTARY SCHOOL,PK-08,5440-70
2032,5570,WAYNE TWP,50,WAYNE VALLEY HIGH SCHOOL,09-12,5570-50
2033,5570,WAYNE TWP,55,WAYNE HILLS HIGH SCHOOL,09-12,5570-55
2034,5570,WAYNE TWP,65,ANTHONY WAYNE MIDDLE SCHOOL,06-08,5570-65
2035,5570,WAYNE TWP,78,ALBERT PAYSON TERHUNE ELEMENTARY,PK-05,5570-78
2036,5570,WAYNE TWP,83,GEORGE WASHINGTON MIDDLE SCHOOL,06-08,5570-83
2037,5570,WAYNE TWP,85,JAMES FALLON ELEMENTARY SCHOOL,KG-05,5570-85
2038,5570,WAYNE TWP,87,JOHN F. KENNEDY ELEMENTARY SCHOOL,KG-05,5570-87
2039,5570,WAYNE TWP,90,LAFAYETTE ELEMENTARY SCHOOL,PK-05,5570-90
2040,5570,WAYNE TWP,110,PACKANACK ELEMENTARY SCHOOL,PK-05,5570-110
2041,5570,WAYNE TWP,120,PINES LAKE ELEMENTARY SCHOOL,KG-05,5570-120
2042,5570,WAYNE TWP,135,RANDALL CARTER ELEMENTARY SCHOOL,KG-05,5570-135
2043,5570,WAYNE TWP,140,RYERSON ELEMENTARY SCHOOL,PK-05,5570-140
2044,5570,WAYNE TWP,145,SCHUYLER COLFAX MIDDLE SCHOOL,06-08,5570-145
2045,5570,WAYNE TWP,150,THEUNIS DEY ELEMENTARY SCHOOL,PK-05,5570-150
2046,5650,WEST MILFORD TWP,40,WEST MILFORD HIGH SCHOOL,09-12,5650-40
2047,5650,WEST MILFORD TWP,42,APSHAWA ELEMENTARY SCHOOL,KG-06,5650-42
2048,5650,WEST MILFORD TWP,55,MACOPIN MIDDLE SCHOOL,07-08,5650-55
2049,5650,WEST MILFORD TWP,60,MAPLE ROAD ELEMENTARY SCHOOL,PK-06,5650-60
2050,5650,WEST MILFORD TWP,70,MARSHALL HILL ELEMENTARY SCHOOL,KG-06,5650-70
2051,5650,WEST MILFORD TWP,80,PARADISE KNOLL ELEMENTARY SCHOOL,KG-06,5650-80
2052,5650,WEST MILFORD TWP,90,UPPER GREENWOOD LAKE ELEMENTARY SCHOOL,PK-06,5650-90
2053,5650,WEST MILFORD TWP,100,WESTBROOK ELEMENTARY SCHOOL,KG-06,5650-100
2054,5690,WOODLAND PARK,60,BEATRICE GILMORE SCHOOL,02-06,5690-60
2055,5690,WOODLAND PARK,65,CHARLES OLBON SCHOOL,PK-02,5690-65
2056,5690,WOODLAND PARK,70,MEMORIAL MIDDLE SCHOOL,05-08,5690-70
2057,60,ALLOWAY TWP,20,ALLOWAY TOWNSHIP SCHOOL,PK-08,60-20
2058,1350,ELSINBORO TWP,50,ELSINBORO TOWNSHIP SCHOOL,KG-08,1350-50
2059,2800,LOWER ALLOWAYS CREEK,50,LOWER ALLOWAYS CREEK ELEMENTARY SCHOOL,PK-08,2800-50
2060,2950,MANNINGTON TWP,50,MANNINGTON TOWNSHIP ELEMENTARY SCHOOL,PK-08,2950-50
2061,3860,OLDMANS TWP,10,OLDMANS TOWNSHIP SCHOOL,PK-08,3860-10
2062,4070,PENNS GRV-CARNEY'S PT REG,50,PENNS GROVE HIGH SCHOOL,09-12,4070-50
2063,4070,PENNS GRV-CARNEY'S PT REG,80,PAUL W CARLETON,04-05,4070-80
2064,4070,PENNS GRV-CARNEY'S PT REG,90,FIELD STREET SCHOOL,01-03,4070-90
2065,4070,PENNS GRV-CARNEY'S PT REG,100,LAFAYETTE - PERSHING,PK-KG,4070-100
2066,4070,PENNS GRV-CARNEY'S PT REG,105,PENNS GROVE MIDDLE SCHOOL,06-08,4070-105
2067,4075,PENNSVILLE,50,PENNSVILLE MEMORIAL HIGH SCHOOL,09-12,4075-50
2068,4075,PENNSVILLE,55,PENNSVILLE MIDDLE SCHOOL,06-08,4075-55
2069,4075,PENNSVILLE,60,CENTRAL PARK ELEMENTARY SCHOOL,02-03,4075-60
2070,4075,PENNSVILLE,78,PENN BEACH ELEMENTARY SCHOOL,04-05,4075-78
2071,4075,PENNSVILLE,90,VALLEY PARK ELEMENTARY SCHOOL,PK-01,4075-90
2072,4150,PITTSGROVE TWP,40,ARTHUR P. SCHALICK HIGH SCHOOL,09-12,4150-40
2073,4150,PITTSGROVE TWP,50,NORMA ELEMENTARY SCHOOL,PK-KG,4150-50
2074,4150,PITTSGROVE TWP,60,OLIVET ELEMENTARY SCHOOL,KG-05,4150-60
2075,4150,PITTSGROVE TWP,70,PITTSGROVE TOWNSHIP MIDDLE SCHOOL,06-08,4150-70
2076,4150,PITTSGROVE TWP,80,ELMER ELEMENTARY SCHOOL,KG-02,4150-80
2077,4280,QUINTON TWP,50,QUINTON TOWNSHIP SCHOOL,PK-08,4280-50
2078,4630,SALEM CITY,50,SALEM HIGH SCHOOL,09-12,4630-50
2079,4630,SALEM CITY,70,JOHN FENWICK ACADEMY,PK-02,4630-70
2080,4630,SALEM CITY,90,SALEM MIDDLE SCHOOL,03-08,4630-90
2081,4635,SALEM CO SPECIAL SERVICE,9,SALEM CAMPUS,01-12,4635-9
2082,4635,SALEM CO SPECIAL SERVICE,50,DARETOWN SCHOOL,PK-12,4635-50
2083,4635,SALEM CO SPECIAL SERVICE,300,CUMBERLAND CAMPUS,PK-12,4635-300
2084,4635,SALEM CO SPECIAL SERVICE,301,ALTERNATIVE MIDDLE & HIGH SCHOOL,06-12,4635-301
2085,4640,SALEM COUNTY VOCATIONAL,40,SALEM COUNTY CAREER AND TECHNICAL HIGH SCHOOL,09-12,4640-40
2086,5320,UPPER PITTSGROVE TWP,70,UPPER PITTSGROVE SCHOOL,PK-08,5320-70
2087,5910,WOODSTOWN-PILESGROVE REG,50,WOODSTOWN HIGH SCHOOL,09-12,5910-50
2088,5910,WOODSTOWN-PILESGROVE REG,60,MARY S. SHOEMAKER SCHOOL,01-05,5910-60
2089,5910,WOODSTOWN-PILESGROVE REG,70,WOODSTOWN MIDDLE SCHOOL,06-08,5910-70
2090,5910,WOODSTOWN-PILESGROVE REG,300,WILLIAM ROPER EARLY CHILDHOOD LEARNING CENTER,PK-KG,5910-300
2091,240,BEDMINSTER TWP,20,BEDMINSTER TOWNSHIP PUBLIC SCHOOL,PK-08,240-20
2092,350,BERNARDS TWP,50,RIDGE HIGH SCHOOL,09-12,350-50
2093,350,BERNARDS TWP,55,WILLIAM ANNIN MIDDLE SCHOOL,06-08,350-55
2094,350,BERNARDS TWP,60,OAK STREET SCHOOL,KG-05,350-60
2095,350,BERNARDS TWP,70,CEDAR HILL SCHOOL,KG-05,350-70
2096,350,BERNARDS TWP,80,LIBERTY CORNER SCHOOL,KG-05,350-80
2097,350,BERNARDS TWP,100,MOUNT PROSPECT ELEMENTARY SCHOOL,PK-05,350-100
2098,490,BOUND BROOK BORO,20,BOUND BROOK HIGH SCHOOL,09-12,490-20
2099,490,BOUND BROOK BORO,36,LAMONTE-ANNEX ELEMENTARY SCHOOL,PK-01,490-36
2100,490,BOUND BROOK BORO,301,LAFAYETTE ELEMENTARY SCHOOL,02-03,490-301
2101,490,BOUND BROOK BORO,302,COMMUNITY MIDDLE SCHOOL,07-08,490-302
2102,490,BOUND BROOK BORO,303,SMALLEY ELEMENTARY SCHOOL,04-06,490-303
2103,510,BRANCHBURG TWP,20,BRANCHBURG CENTRAL MIDDLE SCHOOL,06-08,510-20
2104,510,BRANCHBURG TWP,60,STONY BROOK SCHOOL,04-05,510-60
2105,510,BRANCHBURG TWP,90,WHITON ELEMENTARY SCHOOL,PK-03,510-90
2106,555,BRIDGEWATER-RARITAN REG,5,BRIDGEWATER-RARITAN HIGH SCHOOL,09-12,555-5
2107,555,BRIDGEWATER-RARITAN REG,10,BRIDGEWATER-RARITAN MIDDLE SCHOOL,07-08,555-10
2108,555,BRIDGEWATER-RARITAN REG,30,ADAMSVILLE PRIMARY SCHOOL,PK-04,555-30
2109,555,BRIDGEWATER-RARITAN REG,40,BRADLEY GARDENS PRIMARY SCHOOL,PK-04,555-40
2110,555,BRIDGEWATER-RARITAN REG,45,CRIM PRIMARY SCHOOL,PK-04,555-45
2111,555,BRIDGEWATER-RARITAN REG,48,EISENHOWER INTERMEDIATE SCHOOL,05-06,555-48
2112,555,BRIDGEWATER-RARITAN REG,63,HAMILTON PRIMARY SCHOOL,KG-04,555-63
2113,555,BRIDGEWATER-RARITAN REG,65,HILLSIDE INTERMEDIATE SCHOOL,05-06,555-65
2114,555,BRIDGEWATER-RARITAN REG,67,JOHN F. KENNEDY PRIMARY SCHOOL,KG-04,555-67
2115,555,BRIDGEWATER-RARITAN REG,85,MILLTOWN PRIMARY SCHOOL,PK-04,555-85
2116,555,BRIDGEWATER-RARITAN REG,105,VAN HOLTEN PRIMARY SCHOOL,KG-04,555-105
2117,1610,FRANKLIN TWP,50,FRANKLIN HIGH SCHOOL,09-12,1610-50
2118,1610,FRANKLIN TWP,55,CONERLY ROAD SCHOOL,PK-04,1610-55
2119,1610,FRANKLIN TWP,70,ELIZABETH AVENUE SCHOOL,PK-04,1610-70
2120,1610,FRANKLIN TWP,80,FRANKLIN PARK SCHOOL,PK-04,1610-80
2121,1610,FRANKLIN TWP,100,HILLCREST SCHOOL,PK-04,1610-100
2122,1610,FRANKLIN TWP,115,MACAFEE ROAD SCHOOL,PK-04,1610-115
2123,1610,FRANKLIN TWP,140,PINE GROVE MANOR SCHOOL,PK-04,1610-140
2124,1610,FRANKLIN TWP,150,SAMPSON G. SMITH SCHOOL,05-06,1610-150
2125,1610,FRANKLIN TWP,160,FRANKLIN MIDDLE SCHOOL,07-08,1610-160
2126,1810,GREEN BROOK TWP,30,GREEN BROOK MIDDLE SCHOOL,05-08,1810-30
2127,1810,GREEN BROOK TWP,50,IRENE E. FELDKIRCHNER ELEMENTARY SCHOOL,PK-04,1810-50
2128,2170,HILLSBOROUGH TWP,30,HILLSBOROUGH HIGH SCHOOL,09-12,2170-30
2129,2170,HILLSBOROUGH TWP,33,AMSTERDAM ELEMENTARY SCHOOL,KG-04,2170-33
2130,2170,HILLSBOROUGH TWP,34,AUTEN ROAD INTERMEDIATE SCHOOL,05-06,2170-34
2131,2170,HILLSBOROUGH TWP,35,HILLSBOROUGH TOWNSHIP MIDDLE SCHOOL,07-08,2170-35
2132,2170,HILLSBOROUGH TWP,40,HILLSBOROUGH TOWNSHIP ELEMENTARY SCHOOL,KG-04,2170-40
2133,2170,HILLSBOROUGH TWP,60,SUNNYMEAD ELEMENTARY SCHOOL,PK-04,2170-60
2134,2170,HILLSBOROUGH TWP,70,TRIANGLE ELEMENTARY SHCOOL,KG-04,2170-70
2135,2170,HILLSBOROUGH TWP,80,WOODFERN ELEMENTARY SCHOOL,KG-04,2170-80
2136,2170,HILLSBOROUGH TWP,85,WOODS ROAD ELEMENTARY SCHOOL,PK-04,2170-85
2137,3000,MANVILLE BORO,50,MANVILLE HIGH SCHOOL,09-12,3000-50
2138,3000,MANVILLE BORO,65,ALEXANDER BATCHO INTERMEDIATE SCHOOL,06-08,3000-65
2139,3000,MANVILLE BORO,80,ROOSEVELT SCHOOL,PK-05,3000-80
2140,3000,MANVILLE BORO,90,WESTON ELEMENTARY SCHOOL,PK-03,3000-90
2141,3320,MONTGOMERY TWP,30,MONTGOMERY HIGH SCHOOL,09-12,3320-30
2142,3320,MONTGOMERY TWP,45,MONTGOMERY LOWER MIDDLE SCHOOL,05-06,3320-45
2143,3320,MONTGOMERY TWP,70,MONTGOMERY UPPER MIDDLE SCHOOL,07-08,3320-70
2144,3320,MONTGOMERY TWP,80,ORCHARD HILL ELEMENTARY SCHOOL,PK-02,3320-80
2145,3320,MONTGOMERY TWP,105,VILLAGE ELEMENTARY SCHOOL,03-04,3320-105
2146,3670,NORTH PLAINFIELD BORO,50,NORTH PLAINFIELD HIGH SCHOOL,09-12,3670-50
2147,3670,NORTH PLAINFIELD BORO,60,EAST END SCHOOL,PK-04,3670-60
2148,3670,NORTH PLAINFIELD BORO,80,SOMERSET SCHOOL,05-06,3670-80
2149,3670,NORTH PLAINFIELD BORO,90,STONY BROOK SCHOOL,PK-04,3670-90
2150,3670,NORTH PLAINFIELD BORO,110,WEST END SCHOOL,PK-04,3670-110
2151,3670,NORTH PLAINFIELD BORO,300,NORTH PLAINFIELD MIDDLE SCHOOL,07-08,3670-300
2152,4805,SOMERSET CO ED SERV COMM,50,SOMERSET SECONDARY ACADEMY,09-12,4805-50
2153,4805,SOMERSET CO ED SERV COMM,60,SOMERSET ELEMENTARY ACADEMY,KG-08,4805-60
2154,4805,SOMERSET CO ED SERV COMM,300,THE CAREER CENTER OF THE SCESC,09-12,4805-300
2155,4810,SOMERSET CO VOCATIONAL,70,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,09-12,4810-70
2156,4815,SOMERSET HILLS REGIONAL,20,BERNARDS HIGH SCHOOL,09-12,4815-20
2157,4815,SOMERSET HILLS REGIONAL,30,MARION T. BEDWELL ELEMENTARY SCHOOL,PK-04,4815-30
2158,4815,SOMERSET HILLS REGIONAL,40,BERNARDSVILLE MIDDLE SCHOOL,05-08,4815-40
2159,4820,SOMERVILLE BORO,50,SOMERVILLE HIGH SCHOOL,09-12,4820-50
2160,4820,SOMERVILLE BORO,55,SOMERVILLE MIDDLE SCHOOL,06-08,4820-55
2161,4820,SOMERVILLE BORO,90,VAN DERVEER ELEMENTARY SCHOOL,PK-05,4820-90
2162,4850,SOUTH BOUND BROOK,60,ROBERT MORRIS SCHOOL,PK-08,4850-60
2163,5470,WARREN TWP,30,CENTRAL SCHOOL,KG-05,5470-30
2164,5470,WARREN TWP,33,WARREN MIDDLE SCHOOL,06-08,5470-33
2165,5470,WARREN TWP,35,MT. HOREB SCHOOL,PK-05,5470-35
2166,5470,WARREN TWP,40,ANGELO L. TOMASO SCHOOL,KG-05,5470-40
2167,5470,WARREN TWP,50,WOODLAND SCHOOL,KG-05,5470-50
2168,5540,WATCHUNG BORO,40,BAYBERRY SCHOOL,PK-04,5540-40
2169,5540,WATCHUNG BORO,50,VALLEY VIEW SCHOOL,05-08,5540-50
2170,5550,WATCHUNG HILLS REGIONAL,50,WATCHUNG HILLS REGIONAL HIGH SCHOOL,09-12,5550-50
2171,90,ANDOVER REG,10,FLORENCE M. BURD,PK-04,90-10
2172,90,ANDOVER REG,40,LONG POND SCHOOL,05-08,90-40
2173,640,BYRAM TWP,10,BYRAM LAKES ELEMENTARY SCHOOL,PK-04,640-10
2174,640,BYRAM TWP,30,BYRAM INTERMEDIATE SCHOOL,05-08,640-30
2175,1560,FRANKFORD TWP,50,FRANKFORD TOWNSHIP SCHOOL,PK-08,1560-50
2176,1570,FRANKLIN BORO,60,FRANKLIN ELEMENTARY SCHOOL,PK-08,1570-60
2177,1630,FREDON TWP,50,FREDON TOWNSHIP SCHOOL,PK-06,1630-50
2178,1800,GREEN TWP,60,GREEN HILLS SCHOOL,KG-08,1800-60
2179,1930,HAMBURG BORO,60,HAMBURG SCHOOL,PK-08,1930-60
2180,1980,HAMPTON TWP,50,MARIAN E. MCKEOWN ELEMENTARY SCHOOL,KG-06,1980-50
2181,2030,HARDYSTON TWP,30,HARDYSTON TOWNSHIP MIDDLE SCHOOL,05-08,2030-30
2182,2030,HARDYSTON TWP,50,HARDYSTON TOWNSHIP ELEMENTARY SCHOOL,PK-04,2030-50
2183,2165,HIGH POINT REGIONAL,30,HIGH POINT REGIONAL HIGH SCHOOL,09-12,2165-30
2184,2240,HOPATCONG,30,HOPATCONG HIGH SCHOOL,09-12,2240-30
2185,2240,HOPATCONG,35,DURBAN AVENUE ELEMENTARY SCHOOL,04-05,2240-35
2186,2240,HOPATCONG,40,HOPATCONG MIDDLE SCHOOL,06-08,2240-40
2187,2240,HOPATCONG,50,HUDSON MAXIM ELEMENTARY SCHOOL,PK-01,2240-50
2188,2240,HOPATCONG,70,TULSA TRAIL ELEMENTARY SCHOOL,02-03,2240-70
2189,2465,KITTATINNY REGIONAL,50,KITTATINNY REGIONAL HIGH SCHOOL,07-12,2465-50
2190,2490,LAFAYETTE TWP,50,LAFAYETTE TOWNSHIP SCHOOL,PK-08,2490-50
2191,2615,LENAPE VALLEY REGIONAL,50,LENAPE VALLEY REGIONAL HIGH SCHOOL,09-12,2615-50
2192,3300,MONTAGUE TWP,50,MONTAGUE TOWNSHIP SCHOOL,PK-08,3300-50
2193,3590,NEWTON TOWN,50,NEWTON HIGH SCHOOL,09-12,3590-50
2194,3590,NEWTON TOWN,60,HALSTED MIDDLE SCHOOL,05-08,3590-60
2195,3590,NEWTON TOWN,70,MERRIAM AVENUE SCHOOL,PK-04,3590-70
2196,3840,OGDENSBURG BORO,50,OGDENSBURG BOROUGH SCHOOL,PK-08,3840-50
2197,4650,SANDYSTON-WALPACK TWP,50,SANDYSTON WALPACK CONSOLIDATED SCHOOL,KG-06,4650-50
2198,4960,SPARTA TWP,50,SPARTA HIGH SCHOOL,09-12,4960-50
2199,4960,SPARTA TWP,57,SPARTA MIDDLE SCHOOL,06-08,4960-57
2200,4960,SPARTA TWP,60,HELEN MORGAN SCHOOL,04-05,4960-60
2201,4960,SPARTA TWP,70,ALPINE ELEMENTARY SCHOOL,PK-02,4960-70
2202,4960,SPARTA TWP,300,MOHAWK AVENUE SCHOOL,03-03,4960-300
2203,5030,STANHOPE BORO,50,VALLEY ROAD SCHOOL,PK-08,5030-50
2204,5040,STILLWATER TWP,50,STILLWATER TOWNSHIP SCHOOL,PK-06,5040-50
2205,5100,SUSSEX-WANTAGE REGIONAL,20,CLIFTON E. LAWRENCE,PK-02,5100-20
2206,5100,SUSSEX-WANTAGE REGIONAL,60,SUSSEX MIDDLE SCHOOL,06-08,5100-60
2207,5100,SUSSEX-WANTAGE REGIONAL,70,WANTAGE ELEMENTARY SCHOOL,03-05,5100-70
2208,5105,SUSSEX CO ED SERV COMM,50,NORTHERN HILLS ACADEMY,PK-12,5105-50
2209,5110,SUSSEX COUNTY VOCATIONAL,10,SUSSEX COUNTY TECHNICAL SCHOOL,09-12,5110-10
2210,5360,VERNON TWP,20,VERNON TOWNSHIP HIGH SCHOOL,09-12,5360-20
2211,5360,VERNON TWP,23,CEDAR MOUNTAIN PRIMARY SCHOOL,KG-01,5360-23
2212,5360,VERNON TWP,25,GLEN MEADOW MIDDLE SCHOOL,06-08,5360-25
2213,5360,VERNON TWP,30,LOUNSBERRY HOLLOW SCHOOL,04-05,5360-30
2214,5360,VERNON TWP,40,ROLLING HILLS PRIMARY SCHOOL,02-03,5360-40
2215,5360,VERNON TWP,50,WALNUT RIDGE PRIMARY SCHOOL,PK-PK,5360-50
2216,5435,WALLKILL VALLEY REGIONAL,60,WALLKILL VALLEY REGIONAL HIGH SCHOOL,09-12,5435-60
2217,310,BERKELEY HEIGHTS TWP,5,GOVERNOR LIVINGSTON HIGH SCHOOL,09-12,310-5
2218,310,BERKELEY HEIGHTS TWP,20,THOMAS P. HUGHES SCHOOL,02-05,310-20
2219,310,BERKELEY HEIGHTS TWP,30,COLUMBIA MIDDLE SCHOOL,06-08,310-30
2220,310,BERKELEY HEIGHTS TWP,35,MARY KAY MCMILLIN EARLY CHILDHOOD CENTER,PK-01,310-35
2221,310,BERKELEY HEIGHTS TWP,40,MOUNTAIN PARK SCHOOL,02-05,310-40
2222,310,BERKELEY HEIGHTS TWP,50,WILLIAM WOODRUFF SCHOOL,02-05,310-50
