CountyCode,CountyName,DistrictCode,DistrictName,Test,Subject,District_Avg,State_avg,Benchmark,BT_PCT,STATE_BT_PCT
27,MORRIS,0450,BOONTON TOWN,ACT,English,24,24,18,80,78
27,MORRIS,0450,BOONTON TOWN,ACT,Reading,26,24,22,71,62
27,MORRIS,0450,BOONTON TOWN,PSAT,Math,466,478,Grade 10: 480 Grade 11: 510,36,42
27,MORRIS,0450,BOONTON TOWN,PSAT,Reading and Writing,473,478,Grade 10: 430 Grade 11: 460,63,62
27,MORRIS,0450,BOONTON TOWN,SAT,Math,547,543,530,61,54
27,MORRIS,0450,BOONTON TOWN,SAT,Reading and Writing,554,542,480,80,72
27,MORRIS,0630,BUTLER BORO,ACT,Science,23,23,23,50,53
27,MORRIS,0630,BUTLER BORO,ACT,English,24,24,18,85,78
27,MORRIS,0630,BUTLER BORO,ACT,Math,24,24,22,70,62
27,MORRIS,0630,BUTLER BORO,ACT,Reading,25,24,22,70,62
27,MORRIS,0630,BUTLER BORO,PSAT,Math,469,478,Grade 10: 480 Grade 11: 510,34,42
27,MORRIS,0630,BUTLER BORO,PSAT,Reading and Writing,473,478,Grade 10: 430 Grade 11: 460,63,62
27,MORRIS,0630,BUTLER BORO,SAT,Math,550,543,530,52,54
27,MORRIS,0630,BUTLER BORO,SAT,Reading and Writing,562,542,480,82,72
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,ACT,Science,28,23,23,86,53
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,ACT,Math,28,24,22,90,62
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,ACT,English,29,24,18,98,78
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,ACT,Reading,29,24,22,89,62
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,PSAT,Math,568,478,Grade 10: 480 Grade 11: 510,83,42
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,PSAT,Reading and Writing,575,478,Grade 10: 430 Grade 11: 460,92,62
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,SAT,Math,627,543,530,87,54
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,SAT,Reading and Writing,629,542,480,96,72
27,MORRIS,1110,DOVER TOWN,ACT,English,22,24,18,68,78
27,MORRIS,1110,DOVER TOWN,ACT,Math,23,24,22,64,62
27,MORRIS,1110,DOVER TOWN,ACT,Science,23,23,23,50,53
27,MORRIS,1110,DOVER TOWN,ACT,Reading,24,24,22,54,62
27,MORRIS,1110,DOVER TOWN,PSAT,Math,430,478,Grade 10: 480 Grade 11: 510,26,42
27,MORRIS,1110,DOVER TOWN,PSAT,Reading and Writing,432,478,Grade 10: 430 Grade 11: 460,50,62
27,MORRIS,1110,DOVER TOWN,SAT,Reading and Writing,509,542,480,62,72
27,MORRIS,1110,DOVER TOWN,SAT,Math,515,543,530,44,54
27,MORRIS,1990,HANOVER PARK REGIONAL,ACT,Math,22,24,22,51,62
27,MORRIS,1990,HANOVER PARK REGIONAL,ACT,Science,23,23,23,50,53
27,MORRIS,1990,HANOVER PARK REGIONAL,ACT,English,24,24,18,81,78
27,MORRIS,1990,HANOVER PARK REGIONAL,ACT,Reading,24,24,22,65,62
27,MORRIS,1990,HANOVER PARK REGIONAL,PSAT,Math,506,478,Grade 10: 480 Grade 11: 510,55,42
27,MORRIS,1990,HANOVER PARK REGIONAL,PSAT,Reading and Writing,523,478,Grade 10: 430 Grade 11: 460,83,62
27,MORRIS,1990,HANOVER PARK REGIONAL,SAT,Math,577,543,530,68,54
27,MORRIS,1990,HANOVER PARK REGIONAL,SAT,Reading and Writing,583,542,480,88,72
27,MORRIS,2380,JEFFERSON TWP,ACT,Reading,22,24,22,52,62
27,MORRIS,2380,JEFFERSON TWP,ACT,English,22,24,18,76,78
27,MORRIS,2380,JEFFERSON TWP,ACT,Math,23,24,22,57,62
27,MORRIS,2380,JEFFERSON TWP,ACT,Science,23,23,23,52,53
27,MORRIS,2380,JEFFERSON TWP,PSAT,Math,485,478,Grade 10: 480 Grade 11: 510,46,42
27,MORRIS,2380,JEFFERSON TWP,PSAT,Reading and Writing,493,478,Grade 10: 430 Grade 11: 460,74,62
27,MORRIS,2380,JEFFERSON TWP,SAT,Reading and Writing,541,542,480,74,72
27,MORRIS,2380,JEFFERSON TWP,SAT,Math,546,543,530,58,54
27,MORRIS,2460,KINNELON BORO,ACT,Science,25,23,23,67,53
27,MORRIS,2460,KINNELON BORO,ACT,Math,25,24,22,75,62
27,MORRIS,2460,KINNELON BORO,ACT,English,26,24,18,93,78
27,MORRIS,2460,KINNELON BORO,ACT,Reading,26,24,22,80,62
27,MORRIS,2460,KINNELON BORO,PSAT,Math,530,478,Grade 10: 480 Grade 11: 510,65,42
27,MORRIS,2460,KINNELON BORO,PSAT,Reading and Writing,537,478,Grade 10: 430 Grade 11: 460,87,62
27,MORRIS,2460,KINNELON BORO,SAT,Math,598,543,530,76,54
27,MORRIS,2460,KINNELON BORO,SAT,Reading and Writing,600,542,480,94,72
27,MORRIS,2870,MADISON BORO,ACT,Science,26,23,23,65,53
27,MORRIS,2870,MADISON BORO,ACT,Math,26,24,22,76,62
27,MORRIS,2870,MADISON BORO,ACT,English,27,24,18,95,78
27,MORRIS,2870,MADISON BORO,ACT,Reading,27,24,22,79,62
27,MORRIS,2870,MADISON BORO,PSAT,Math,558,478,Grade 10: 480 Grade 11: 510,75,42
27,MORRIS,2870,MADISON BORO,PSAT,Reading and Writing,559,478,Grade 10: 430 Grade 11: 460,91,62
27,MORRIS,2870,MADISON BORO,SAT,Math,606,543,530,81,54
27,MORRIS,2870,MADISON BORO,SAT,Reading and Writing,607,542,480,91,72
27,MORRIS,3340,MONTVILLE TWP,ACT,Science,24,23,23,66,53
27,MORRIS,3340,MONTVILLE TWP,ACT,Reading,25,24,22,71,62
27,MORRIS,3340,MONTVILLE TWP,ACT,English,25,24,18,85,78
27,MORRIS,3340,MONTVILLE TWP,ACT,Math,25,24,22,72,62
27,MORRIS,3340,MONTVILLE TWP,PSAT,Reading and Writing,548,478,Grade 10: 430 Grade 11: 460,83,62
27,MORRIS,3340,MONTVILLE TWP,PSAT,Math,556,478,Grade 10: 480 Grade 11: 510,70,42
27,MORRIS,3340,MONTVILLE TWP,SAT,Reading and Writing,598,542,480,91,72
27,MORRIS,3340,MONTVILLE TWP,SAT,Math,619,543,530,79,54
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,ACT,Science,25,23,23,75,53
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,ACT,Math,26,24,22,82,62
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,ACT,Reading,27,24,22,85,62
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,ACT,English,28,24,18,96,78
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,PSAT,Math,583,478,Grade 10: 480 Grade 11: 510,88,42
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,PSAT,Reading and Writing,600,478,Grade 10: 430 Grade 11: 460,98,62
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,SAT,Math,614,543,530,84,54
27,MORRIS,3365,MORRIS COUNTY VOCATIONAL,SAT,Reading and Writing,621,542,480,99,72
27,MORRIS,3370,MORRIS HILLS REGIONAL,ACT,Science,24,23,23,57,53
27,MORRIS,3370,MORRIS HILLS REGIONAL,ACT,English,24,24,18,82,78
27,MORRIS,3370,MORRIS HILLS REGIONAL,ACT,Math,24,24,22,62,62
27,MORRIS,3370,MORRIS HILLS REGIONAL,ACT,Reading,24,24,22,64,62
27,MORRIS,3370,MORRIS HILLS REGIONAL,PSAT,Reading and Writing,505,478,Grade 10: 430 Grade 11: 460,73,62
27,MORRIS,3370,MORRIS HILLS REGIONAL,PSAT,Math,511,478,Grade 10: 480 Grade 11: 510,53,42
27,MORRIS,3370,MORRIS HILLS REGIONAL,SAT,Reading and Writing,577,542,480,85,72
27,MORRIS,3370,MORRIS HILLS REGIONAL,SAT,Math,582,543,530,67,54
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,ACT,Science,24,23,23,65,53
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,ACT,Math,24,24,22,71,62
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,ACT,Reading,25,24,22,73,62
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,ACT,English,26,24,18,90,78
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,PSAT,Reading and Writing,506,478,Grade 10: 430 Grade 11: 460,71,62
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,PSAT,Math,509,478,Grade 10: 480 Grade 11: 510,55,42
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,SAT,Math,571,543,530,68,54
27,MORRIS,3385,MORRIS SCHOOL DISTRICT,SAT,Reading and Writing,581,542,480,86,72
27,MORRIS,3450,MOUNT OLIVE TWP,ACT,Science,25,23,23,74,53
27,MORRIS,3450,MOUNT OLIVE TWP,ACT,English,26,24,18,94,78
27,MORRIS,3450,MOUNT OLIVE TWP,ACT,Math,26,24,22,83,62
27,MORRIS,3450,MOUNT OLIVE TWP,ACT,Reading,26,24,22,75,62
27,MORRIS,3450,MOUNT OLIVE TWP,PSAT,Reading and Writing,520,478,Grade 10: 430 Grade 11: 460,80,62
27,MORRIS,3450,MOUNT OLIVE TWP,PSAT,Math,531,478,Grade 10: 480 Grade 11: 510,64,42
27,MORRIS,3450,MOUNT OLIVE TWP,SAT,Reading and Writing,571,542,480,90,72
27,MORRIS,3450,MOUNT OLIVE TWP,SAT,Math,588,543,530,76,54
27,MORRIS,3460,MOUNTAIN LAKES BORO,ACT,Science,26,23,23,73,53
27,MORRIS,3460,MOUNTAIN LAKES BORO,ACT,Reading,26,24,22,72,62
27,MORRIS,3460,MOUNTAIN LAKES BORO,ACT,Math,26,24,22,77,62
27,MORRIS,3460,MOUNTAIN LAKES BORO,ACT,English,27,24,18,89,78
27,MORRIS,3460,MOUNTAIN LAKES BORO,PSAT,Math,584,478,Grade 10: 480 Grade 11: 510,82,42
27,MORRIS,3460,MOUNTAIN LAKES BORO,PSAT,Reading and Writing,584,478,Grade 10: 430 Grade 11: 460,95,62
27,MORRIS,3460,MOUNTAIN LAKES BORO,SAT,Math,627,543,530,86,54
27,MORRIS,3460,MOUNTAIN LAKES BORO,SAT,Reading and Writing,631,542,480,96,72
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,ACT,Science,23,23,23,56,53
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,ACT,English,24,24,18,82,78
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,ACT,Math,24,24,22,64,62
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,ACT,Reading,24,24,22,60,62
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,PSAT,Math,530,478,Grade 10: 480 Grade 11: 510,62,42
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,PSAT,Reading and Writing,539,478,Grade 10: 430 Grade 11: 460,84,62
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,SAT,Reading and Writing,583,542,480,88,72
27,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,SAT,Math,598,543,530,71,54
27,MORRIS,4080,PEQUANNOCK TWP,ACT,Science,23,23,23,43,53
27,MORRIS,4080,PEQUANNOCK TWP,ACT,English,23,24,18,80,78
27,MORRIS,4080,PEQUANNOCK TWP,ACT,Math,24,24,22,70,62
27,MORRIS,4080,PEQUANNOCK TWP,ACT,Reading,24,24,22,70,62
27,MORRIS,4080,PEQUANNOCK TWP,PSAT,Math,521,478,Grade 10: 480 Grade 11: 510,61,42
27,MORRIS,4080,PEQUANNOCK TWP,PSAT,Reading and Writing,523,478,Grade 10: 430 Grade 11: 460,83,62
27,MORRIS,4080,PEQUANNOCK TWP,SAT,Reading and Writing,559,542,480,87,72
27,MORRIS,4080,PEQUANNOCK TWP,SAT,Math,564,543,530,65,54
27,MORRIS,4330,RANDOLPH TWP,ACT,Science,25,23,23,70,53
27,MORRIS,4330,RANDOLPH TWP,ACT,Reading,26,24,22,80,62
27,MORRIS,4330,RANDOLPH TWP,ACT,Math,26,24,22,81,62
27,MORRIS,4330,RANDOLPH TWP,ACT,English,26,24,18,93,78
27,MORRIS,4330,RANDOLPH TWP,PSAT,Math,518,478,Grade 10: 480 Grade 11: 510,62,42
27,MORRIS,4330,RANDOLPH TWP,PSAT,Reading and Writing,530,478,Grade 10: 430 Grade 11: 460,85,62
27,MORRIS,4330,RANDOLPH TWP,SAT,Reading and Writing,588,542,480,90,72
27,MORRIS,4330,RANDOLPH TWP,SAT,Math,591,543,530,74,54
27,MORRIS,4560,ROXBURY TWP,ACT,English,23,24,18,79,78
27,MORRIS,4560,ROXBURY TWP,ACT,Math,23,24,22,63,62
27,MORRIS,4560,ROXBURY TWP,ACT,Reading,23,24,22,58,62
27,MORRIS,4560,ROXBURY TWP,ACT,Science,24,23,23,57,53
27,MORRIS,4560,ROXBURY TWP,PSAT,Math,479,478,Grade 10: 480 Grade 11: 510,42,42
27,MORRIS,4560,ROXBURY TWP,PSAT,Reading and Writing,489,478,Grade 10: 430 Grade 11: 460,72,62
27,MORRIS,4560,ROXBURY TWP,SAT,Math,554,543,530,64,54
27,MORRIS,4560,ROXBURY TWP,SAT,Reading and Writing,554,542,480,82,72
27,MORRIS,5660,WEST MORRIS REGIONAL,ACT,Science,25,23,23,70,53
27,MORRIS,5660,WEST MORRIS REGIONAL,ACT,Reading,26,24,22,76,62
27,MORRIS,5660,WEST MORRIS REGIONAL,ACT,Math,26,24,22,82,62
27,MORRIS,5660,WEST MORRIS REGIONAL,ACT,English,27,24,18,92,78
27,MORRIS,5660,WEST MORRIS REGIONAL,PSAT,Reading and Writing,565,478,Grade 10: 430 Grade 11: 460,89,62
27,MORRIS,5660,WEST MORRIS REGIONAL,PSAT,Math,566,478,Grade 10: 480 Grade 11: 510,73,42
27,MORRIS,5660,WEST MORRIS REGIONAL,SAT,Reading and Writing,607,542,480,93,72
27,MORRIS,5660,WEST MORRIS REGIONAL,SAT,Math,617,543,530,83,54
29,OCEAN,0185,BARNEGAT TWP,ACT,English,21,24,18,73,78
29,OCEAN,0185,BARNEGAT TWP,ACT,Math,22,24,22,50,62
29,OCEAN,0185,BARNEGAT TWP,ACT,Reading,22,24,22,50,62
29,OCEAN,0185,BARNEGAT TWP,ACT,Science,23,23,23,55,53
29,OCEAN,0185,BARNEGAT TWP,PSAT,Math,464,478,Grade 10: 480 Grade 11: 510,35,42
29,OCEAN,0185,BARNEGAT TWP,PSAT,Reading and Writing,468,478,Grade 10: 430 Grade 11: 460,60,62
29,OCEAN,0185,BARNEGAT TWP,SAT,Math,533,543,530,49,54
29,OCEAN,0185,BARNEGAT TWP,SAT,Reading and Writing,534,542,480,78,72
29,OCEAN,0530,BRICK TWP,ACT,Science,21,23,23,37,53
29,OCEAN,0530,BRICK TWP,ACT,Math,21,24,22,48,62
29,OCEAN,0530,BRICK TWP,ACT,English,22,24,18,81,78
29,OCEAN,0530,BRICK TWP,ACT,Reading,22,24,22,52,62
29,OCEAN,0530,BRICK TWP,PSAT,Math,496,478,Grade 10: 480 Grade 11: 510,57,42
29,OCEAN,0530,BRICK TWP,PSAT,Reading and Writing,510,478,Grade 10: 430 Grade 11: 460,79,62
29,OCEAN,0530,BRICK TWP,SAT,Math,532,543,530,53,54
29,OCEAN,0530,BRICK TWP,SAT,Reading and Writing,543,542,480,84,72
29,OCEAN,0770,CENTRAL REGIONAL,ACT,Science,20,23,23,23,53
29,OCEAN,0770,CENTRAL REGIONAL,ACT,English,20,24,18,71,78
29,OCEAN,0770,CENTRAL REGIONAL,ACT,Reading,21,24,22,42,62
29,OCEAN,0770,CENTRAL REGIONAL,ACT,Math,22,24,22,58,62
29,OCEAN,0770,CENTRAL REGIONAL,PSAT,Reading and Writing,477,478,Grade 10: 430 Grade 11: 460,62,62
29,OCEAN,0770,CENTRAL REGIONAL,PSAT,Math,482,478,Grade 10: 480 Grade 11: 510,42,42
29,OCEAN,0770,CENTRAL REGIONAL,SAT,Reading and Writing,518,542,480,74,72
29,OCEAN,0770,CENTRAL REGIONAL,SAT,Math,532,543,530,54,54
29,OCEAN,2360,JACKSON TWP,ACT,Science,21,23,23,45,53
29,OCEAN,2360,JACKSON TWP,ACT,English,22,24,18,76,78
29,OCEAN,2360,JACKSON TWP,ACT,Math,23,24,22,64,62
29,OCEAN,2360,JACKSON TWP,ACT,Reading,23,24,22,55,62
29,OCEAN,2360,JACKSON TWP,PSAT,Reading and Writing,481,478,Grade 10: 430 Grade 11: 460,66,62
29,OCEAN,2360,JACKSON TWP,PSAT,Math,483,478,Grade 10: 480 Grade 11: 510,46,42
29,OCEAN,2360,JACKSON TWP,SAT,Reading and Writing,550,542,480,81,72
29,OCEAN,2360,JACKSON TWP,SAT,Math,558,543,530,64,54
29,OCEAN,2480,LACEY TWP,ACT,Science,21,23,23,41,53
29,OCEAN,2480,LACEY TWP,ACT,English,21,24,18,73,78
29,OCEAN,2480,LACEY TWP,ACT,Math,22,24,22,50,62
29,OCEAN,2480,LACEY TWP,ACT,Reading,22,24,22,50,62
29,OCEAN,2480,LACEY TWP,PSAT,Math,456,478,Grade 10: 480 Grade 11: 510,31,42
29,OCEAN,2480,LACEY TWP,PSAT,Reading and Writing,472,478,Grade 10: 430 Grade 11: 460,61,62
29,OCEAN,2480,LACEY TWP,SAT,Math,528,543,530,51,54
29,OCEAN,2480,LACEY TWP,SAT,Reading and Writing,541,542,480,79,72
29,OCEAN,2520,LAKEWOOD TWP,ACT,Science,N,23,23,N,53
29,OCEAN,2520,LAKEWOOD TWP,ACT,Reading,N,24,22,N,62
29,OCEAN,2520,LAKEWOOD TWP,ACT,Math,N,24,22,N,62
29,OCEAN,2520,LAKEWOOD TWP,ACT,English,N,24,18,N,78
29,OCEAN,2520,LAKEWOOD TWP,PSAT,Reading and Writing,382,478,Grade 10: 430 Grade 11: 460,12,62
29,OCEAN,2520,LAKEWOOD TWP,PSAT,Math,410,478,Grade 10: 480 Grade 11: 510,11,42
29,OCEAN,2520,LAKEWOOD TWP,SAT,Reading and Writing,433,542,480,28,72
29,OCEAN,2520,LAKEWOOD TWP,SAT,Math,445,543,530,18,54
29,OCEAN,2940,MANCHESTER TWP,ACT,English,17,24,18,38,78
29,OCEAN,2940,MANCHESTER TWP,ACT,Reading,18,24,22,26,62
29,OCEAN,2940,MANCHESTER TWP,ACT,Science,18,23,23,22,53
29,OCEAN,2940,MANCHESTER TWP,ACT,Math,19,24,22,30,62
29,OCEAN,2940,MANCHESTER TWP,PSAT,Reading and Writing,441,478,Grade 10: 430 Grade 11: 460,48,62
29,OCEAN,2940,MANCHESTER TWP,PSAT,Math,448,478,Grade 10: 480 Grade 11: 510,30,42
29,OCEAN,2940,MANCHESTER TWP,SAT,Reading and Writing,520,542,480,70,72
29,OCEAN,2940,MANCHESTER TWP,SAT,Math,537,543,530,56,54
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,ACT,Science,29,23,23,89,53
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,ACT,Math,29,24,22,89,62
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,ACT,English,29,24,18,99,78
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,ACT,Reading,29,24,22,89,62
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,PSAT,Reading and Writing,574,478,Grade 10: 430 Grade 11: 460,88,62
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,PSAT,Math,580,478,Grade 10: 480 Grade 11: 510,76,42
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,SAT,Reading and Writing,614,542,480,90,72
29,OCEAN,3790,OCEAN COUNTY VOCATIONAL,SAT,Math,625,543,530,75,54
29,OCEAN,4105,PINELANDS REGIONAL,ACT,Science,23,23,23,63,53
29,OCEAN,4105,PINELANDS REGIONAL,ACT,Math,23,24,22,60,62
29,OCEAN,4105,PINELANDS REGIONAL,ACT,English,24,24,18,87,78
29,OCEAN,4105,PINELANDS REGIONAL,ACT,Reading,25,24,22,77,62
29,OCEAN,4105,PINELANDS REGIONAL,PSAT,Math,458,478,Grade 10: 480 Grade 11: 510,34,42
29,OCEAN,4105,PINELANDS REGIONAL,PSAT,Reading and Writing,466,478,Grade 10: 430 Grade 11: 460,61,62
29,OCEAN,4105,PINELANDS REGIONAL,SAT,Math,523,543,530,49,54
29,OCEAN,4105,PINELANDS REGIONAL,SAT,Reading and Writing,554,542,480,86,72
29,OCEAN,4190,PLUMSTED TWP,ACT,English,23,24,18,86,78
29,OCEAN,4190,PLUMSTED TWP,ACT,Reading,24,24,22,68,62
29,OCEAN,4190,PLUMSTED TWP,ACT,Science,24,23,23,62,53
29,OCEAN,4190,PLUMSTED TWP,ACT,Math,25,24,22,73,62
29,OCEAN,4190,PLUMSTED TWP,PSAT,Math,468,478,Grade 10: 480 Grade 11: 510,39,42
29,OCEAN,4190,PLUMSTED TWP,PSAT,Reading and Writing,475,478,Grade 10: 430 Grade 11: 460,69,62
29,OCEAN,4190,PLUMSTED TWP,SAT,Reading and Writing,556,542,480,79,72
29,OCEAN,4190,PLUMSTED TWP,SAT,Math,563,543,530,63,54
29,OCEAN,4210,POINT PLEASANT BORO,ACT,Science,23,23,23,53,53
29,OCEAN,4210,POINT PLEASANT BORO,ACT,English,23,24,18,88,78
29,OCEAN,4210,POINT PLEASANT BORO,ACT,Math,24,24,22,69,62
29,OCEAN,4210,POINT PLEASANT BORO,ACT,Reading,24,24,22,65,62
29,OCEAN,4210,POINT PLEASANT BORO,PSAT,Reading and Writing,483,478,Grade 10: 430 Grade 11: 460,65,62
29,OCEAN,4210,POINT PLEASANT BORO,PSAT,Math,489,478,Grade 10: 480 Grade 11: 510,46,42
29,OCEAN,4210,POINT PLEASANT BORO,SAT,Math,558,543,530,63,54
29,OCEAN,4210,POINT PLEASANT BORO,SAT,Reading and Writing,563,542,480,87,72
29,OCEAN,4220,POINT PLEASANT BEACH BORO,ACT,Science,23,23,23,63,53
29,OCEAN,4220,POINT PLEASANT BEACH BORO,ACT,Math,23,24,22,64,62
29,OCEAN,4220,POINT PLEASANT BEACH BORO,ACT,Reading,24,24,22,75,62
29,OCEAN,4220,POINT PLEASANT BEACH BORO,ACT,English,25,24,18,93,78
29,OCEAN,4220,POINT PLEASANT BEACH BORO,PSAT,Math,504,478,Grade 10: 480 Grade 11: 510,56,42
29,OCEAN,4220,POINT PLEASANT BEACH BORO,PSAT,Reading and Writing,515,478,Grade 10: 430 Grade 11: 460,83,62
29,OCEAN,4220,POINT PLEASANT BEACH BORO,SAT,Reading and Writing,579,542,480,95,72
29,OCEAN,4220,POINT PLEASANT BEACH BORO,SAT,Math,581,543,530,80,54
29,OCEAN,4950,SOUTHERN REGIONAL,ACT,Science,22,23,23,49,53
29,OCEAN,4950,SOUTHERN REGIONAL,ACT,English,22,24,18,75,78
29,OCEAN,4950,SOUTHERN REGIONAL,ACT,Math,24,24,22,64,62
29,OCEAN,4950,SOUTHERN REGIONAL,ACT,Reading,24,24,22,60,62
29,OCEAN,4950,SOUTHERN REGIONAL,PSAT,Reading and Writing,478,478,Grade 10: 430 Grade 11: 460,70,62
29,OCEAN,4950,SOUTHERN REGIONAL,PSAT,Math,480,478,Grade 10: 480 Grade 11: 510,46,42
29,OCEAN,4950,SOUTHERN REGIONAL,SAT,Reading and Writing,546,542,480,82,72
29,OCEAN,4950,SOUTHERN REGIONAL,SAT,Math,557,543,530,64,54
29,OCEAN,5190,TOMS RIVER REGIONAL,ACT,Science,23,23,23,53,53
29,OCEAN,5190,TOMS RIVER REGIONAL,ACT,Reading,23,24,22,61,62
29,OCEAN,5190,TOMS RIVER REGIONAL,ACT,Math,23,24,22,63,62
29,OCEAN,5190,TOMS RIVER REGIONAL,ACT,English,23,24,18,84,78
29,OCEAN,5190,TOMS RIVER REGIONAL,PSAT,Math,474,478,Grade 10: 480 Grade 11: 510,43,42
29,OCEAN,5190,TOMS RIVER REGIONAL,PSAT,Reading and Writing,474,478,Grade 10: 430 Grade 11: 460,67,62
29,OCEAN,5190,TOMS RIVER REGIONAL,SAT,Reading and Writing,554,542,480,84,72
29,OCEAN,5190,TOMS RIVER REGIONAL,SAT,Math,563,543,530,66,54
31,PASSAIC,0900,CLIFTON CITY,ACT,Science,20,23,23,30,53
31,PASSAIC,0900,CLIFTON CITY,ACT,English,20,24,18,59,78
31,PASSAIC,0900,CLIFTON CITY,ACT,Math,21,24,22,34,62
31,PASSAIC,0900,CLIFTON CITY,ACT,Reading,21,24,22,39,62
31,PASSAIC,0900,CLIFTON CITY,PSAT,Math,429,478,Grade 10: 480 Grade 11: 510,21,42
31,PASSAIC,0900,CLIFTON CITY,PSAT,Reading and Writing,431,478,Grade 10: 430 Grade 11: 460,43,62
31,PASSAIC,0900,CLIFTON CITY,SAT,Math,513,543,530,37,54
31,PASSAIC,0900,CLIFTON CITY,SAT,Reading and Writing,514,542,480,62,72
31,PASSAIC,2100,HAWTHORNE BORO,ACT,Math,19,24,22,24,62
31,PASSAIC,2100,HAWTHORNE BORO,ACT,Science,20,23,23,27,53
31,PASSAIC,2100,HAWTHORNE BORO,ACT,English,21,24,18,78,78
31,PASSAIC,2100,HAWTHORNE BORO,ACT,Reading,21,24,22,44,62
31,PASSAIC,2100,HAWTHORNE BORO,PSAT,Math,446,478,Grade 10: 480 Grade 11: 510,27,42
31,PASSAIC,2100,HAWTHORNE BORO,PSAT,Reading and Writing,470,478,Grade 10: 430 Grade 11: 460,64,62
31,PASSAIC,2100,HAWTHORNE BORO,SAT,Math,506,543,530,35,54
31,PASSAIC,2100,HAWTHORNE BORO,SAT,Reading and Writing,533,542,480,74,72
31,PASSAIC,2510,LAKELAND REGIONAL,ACT,Science,23,23,23,54,53
31,PASSAIC,2510,LAKELAND REGIONAL,ACT,Math,23,24,22,62,62
31,PASSAIC,2510,LAKELAND REGIONAL,ACT,English,24,24,18,89,78
31,PASSAIC,2510,LAKELAND REGIONAL,ACT,Reading,25,24,22,63,62
31,PASSAIC,2510,LAKELAND REGIONAL,PSAT,Math,464,478,Grade 10: 480 Grade 11: 510,42,42
31,PASSAIC,2510,LAKELAND REGIONAL,PSAT,Reading and Writing,469,478,Grade 10: 430 Grade 11: 460,64,62
31,PASSAIC,2510,LAKELAND REGIONAL,SAT,Math,555,543,530,62,54
31,PASSAIC,2510,LAKELAND REGIONAL,SAT,Reading and Writing,564,542,480,87,72
31,PASSAIC,3970,PASSAIC CITY,ACT,Science,*,23,23,*,53
31,PASSAIC,3970,PASSAIC CITY,ACT,Reading,*,24,22,*,62
31,PASSAIC,3970,PASSAIC CITY,ACT,English,*,24,18,*,78
31,PASSAIC,3970,PASSAIC CITY,ACT,Math,*,24,22,*,62
31,PASSAIC,3970,PASSAIC CITY,PSAT,Reading and Writing,392,478,Grade 10: 430 Grade 11: 460,19,62
31,PASSAIC,3970,PASSAIC CITY,PSAT,Math,409,478,Grade 10: 480 Grade 11: 510,13,42
31,PASSAIC,3970,PASSAIC CITY,SAT,Reading and Writing,432,542,480,27,72
31,PASSAIC,3970,PASSAIC CITY,SAT,Math,440,543,530,15,54
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,ACT,Science,*,23,23,*,53
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,ACT,Math,*,24,22,*,62
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,ACT,English,*,24,18,*,78
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,ACT,Reading,*,24,22,*,62
31,PASSAIC,3980,PASSAIC CO MANCHESTER REG,PSAT,Reading and Writing,419,478,Grade 10: 430 Grade 11: 460,36,62
