GEO.id,,GEO.display-label,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13
Id,,Geography,Households; Estimate; Median income (dollars),Households; Margin of Error; Median income (dollars),Families; Estimate; Median income (dollars),Families; Margin of Error; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Married-couple families; Margin of Error; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Nonfamily households; Margin of Error; Median income (dollars)
8600000US08850,,ZCTA5 08850,102664,11535,115948,16381,126806,7327,49429,23730
8600000US08852,,ZCTA5 08852,101928,8417,113455,7756,123570,7158,70218,21369
8600000US08853,,ZCTA5 08853,130352,14547,145708,22284,151444,13010,49976,11416
8600000US08854,,ZCTA5 08854,89617,3973,103908,6786,120634,6861,50481,4695
8600000US08857,,ZCTA5 08857,93650,5086,112786,3352,118169,7042,51211,2649
8600000US08858,,ZCTA5 08858,-,**,-,**,-,**,-,**
8600000US08859,,ZCTA5 08859,83389,3744,96504,7145,106021,4492,51083,9436
8600000US08861,,ZCTA5 08861,51389,2091,54803,2110,69892,4396,30324,4290
8600000US08863,,ZCTA5 08863,87357,5970,94707,5914,104183,7801,49324,7902
8600000US08865,,ZCTA5 08865,60887,3159,73893,3632,87437,5649,35600,4826
8600000US08867,,ZCTA5 08867,125694,22109,147885,13830,146818,15300,66838,22124
8600000US08869,,ZCTA5 08869,78974,6086,95060,16977,109410,12087,52109,13345
8600000US08872,,ZCTA5 08872,74985,2684,85711,5836,98526,6616,41321,3540
8600000US08873,,ZCTA5 08873,90555,4372,105698,4967,122869,5766,50333,6386
8600000US08876,,ZCTA5 08876,91324,4191,112962,4992,125197,6021,55597,5217
8600000US08879,,ZCTA5 08879,68693,6503,82882,7735,92701,7719,48125,5107
8600000US08880,,ZCTA5 08880,81545,5561,83438,9736,93088,23411,51831,11084
8600000US08882,,ZCTA5 08882,62179,3797,81372,12155,86003,10769,33822,10134
8600000US08884,,ZCTA5 08884,75226,6540,102870,3389,106765,7342,28218,6530
8600000US08886,,ZCTA5 08886,106012,7090,111859,6222,121953,17161,51750,24376
8600000US08887,,ZCTA5 08887,83750,9103,98125,14476,108413,37747,67083,19769
8600000US08889,,ZCTA5 08889,134387,7469,160542,17206,171797,27019,57389,11175
8600000US08890,,ZCTA5 08890,-,**,-,**,-,**,-,**
8600000US08901,,ZCTA5 08901,38413,4458,38472,5106,58125,4817,27975,4842
8600000US08902,,ZCTA5 08902,88512,5114,102844,6631,125446,5250,53321,8022
8600000US08904,,ZCTA5 08904,75913,7369,88147,8204,104565,10963,48702,14605
8600000US10969,,ZCTA5 10969,83333,30786,101061,14724,107917,29902,25000,8079
8600000US10983,,ZCTA5 10983,112831,11830,120786,13146,141555,17117,57000,28210
8600000US10990,,ZCTA5 10990,94091,8645,110858,8840,124754,8023,39100,11159
8600000US18042,,ZCTA5 18042,53291,3021,64773,4026,80795,4642,35117,3744
8600000US18343,,ZCTA5 18343,66757,9211,77051,10369,80851,14076,50313,16642
