CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Student_Teacher_School,Student_Teacher_District,Student_Admin_School,Student_Admin_District,Teacher_Admin_School,Teacher_Admin_District,Student_Librarian_District,Student_Nurse_District,Student_Counselor_District,Student_ChildStudy_District
05,BURLINGTON,3360,MOORESTOWN TWP,115,MOORESTOWN UPPER ELEMENTARY SCHOOL,10:1,11:1,222:1,152:1,21:1,13:1,563:1,657:1,281:1,303:1
05,BURLINGTON,3360,MOORESTOWN TWP,120,SOUTH VALLEY ELEMENTARY SCHOOL,15:1,11:1,424:1,152:1,29:1,13:1,563:1,657:1,281:1,303:1
05,BURLINGTON,3430,MOUNT HOLLY TWP,040,JOHN BRAINERD ELEMENTARY SCHOOL,10:1,11:1,361:1,127:1,35:1,12:1,508:1,338:1,254:1,254:1
05,BURLINGTON,3430,MOUNT HOLLY TWP,050,GERTRUDE C. FOLWELL ELEMENTARY SCHOOL,11:1,11:1,307:1,127:1,28:1,12:1,508:1,338:1,254:1,254:1
05,BURLINGTON,3430,MOUNT HOLLY TWP,060,F. W. HOLBEIN MIDDLE SCHOOL,10:1,11:1,58:1,127:1,6:1,12:1,508:1,338:1,254:1,254:1
05,BURLINGTON,3440,MOUNT LAUREL TWP,010,COUNTRYSIDE ELEMENTARY SCHOOL,10:1,12:1,325:1,203:1,31:1,17:1,609:1,533:1,387:1,304:1
05,BURLINGTON,3440,MOUNT LAUREL TWP,045,FLEETWOOD ELEMENTARY SCHOOL,12:1,12:1,384:1,203:1,33:1,17:1,609:1,533:1,387:1,304:1
05,BURLINGTON,3440,MOUNT LAUREL TWP,047,HARTFORD UPPER ELEMENTARY SCHOOL,12:1,12:1,233:1,203:1,20:1,17:1,609:1,533:1,387:1,304:1
05,BURLINGTON,3440,MOUNT LAUREL TWP,050,HILLSIDE ELEMENTARY SCHOOL,11:1,12:1,180:1,203:1,16:1,17:1,609:1,533:1,387:1,304:1
05,BURLINGTON,3440,MOUNT LAUREL TWP,055,LARCHMONT ELEMENTARY SCHOOL,10:1,12:1,204:1,203:1,20:1,17:1,609:1,533:1,387:1,304:1
05,BURLINGTON,3440,MOUNT LAUREL TWP,060,T. E. HARRINGTON MIDDLE SCHOOL,11:1,12:1,161:1,203:1,14:1,17:1,609:1,533:1,387:1,304:1
05,BURLINGTON,3440,MOUNT LAUREL TWP,065,PARKWAY ELEMENTARY SCHOOL,14:1,12:1,389:1,203:1,28:1,17:1,609:1,533:1,387:1,304:1
05,BURLINGTON,3440,MOUNT LAUREL TWP,075,SPRINGVILLE ELEMENTARY SCHOOL,14:1,12:1,493:1,203:1,35:1,17:1,609:1,533:1,387:1,304:1
05,BURLINGTON,3540,NEW HANOVER TWP,050,NEW HANOVER TOWNSHIP SCHOOL,7:1,7:1,59:1,59:1,9:1,9:1,N,176:1,176:1,176:1
05,BURLINGTON,3650,NORTH HANOVER TWP,020,DISCOVERY ELEMENTARY SCHOOL,11:1,10:1,261:1,133:1,24:1,14:1,533:1,213:1,355:1,213:1
05,BURLINGTON,3650,NORTH HANOVER TWP,030,ATLANTIS ELEMENTARY SCHOOL,7:1,10:1,183:1,133:1,25:1,14:1,533:1,213:1,355:1,213:1
05,BURLINGTON,3650,NORTH HANOVER TWP,036,NORTH HANOVER TOWNSHIP UPPER ELEMENTARY SCHOOL,8:1,10:1,144:1,133:1,17:1,14:1,533:1,213:1,355:1,213:1
05,BURLINGTON,3650,NORTH HANOVER TWP,040,CLARENCE B. LAMB ELEMENTARY SCHOOL,7:1,10:1,334:1,133:1,45:1,14:1,533:1,213:1,355:1,213:1
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,050,NORTHERN BURLINGTON COUNTY REGIONAL HIGH SCHOOL,12:1,13:1,266:1,155:1,22:1,12:1,1082:1,1082:1,271:1,361:1
05,BURLINGTON,3690,NORTHERN BURLINGTON REG,060,NORTHERN BURLINGTON COUNTY REGIONAL MIDDLE SCHOOL,13:1,13:1,418:1,155:1,33:1,12:1,1082:1,1082:1,271:1,361:1
05,BURLINGTON,3920,PALMYRA BORO,050,PALMYRA HIGH SCHOOL,10:1,11:1,146:1,104:1,15:1,9:1,932:1,466:1,311:1,311:1
05,BURLINGTON,3920,PALMYRA BORO,060,CHARLES STREET SCHOOL,13:1,11:1,493:1,104:1,39:1,9:1,932:1,466:1,311:1,311:1
05,BURLINGTON,4050,PEMBERTON TWP,050,HELEN A. FORT MIDDLE SCHOOL,7:1,10:1,111:1,135:1,16:1,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,055,PEMBERTON TOWNSHIP HIGH SCHOOL,10:1,10:1,108:1,135:1,11:1,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,085,HOWARD L. EMMONS,9:1,10:1,303:1,135:1,32:1,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,090,HARKER-WYLIE SCHOOL,5:1,10:1,144:1,135:1,27:1,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,110,FORT DIX ELEMENTARY SCHOOL,10:1,10:1,381:1,135:1,37:1,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,130,ALEXANDER DENBO,11:1,10:1,326:1,135:1,30:1,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,135,SAMUEL T. BUSANSKY SCHOOL,10:1,10:1,324:1,135:1,32:1,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,140,JOSEPH S. STACKHOUSE SCHOOL,11:1,10:1,148:1,135:1,14:1,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,300,PEMBERTON EARLY CHILDHOOD EDUCATION CENTER,10:1,10:1,168:1,135:1,17:1,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,301,ISAIAH HAINES,N,10:1,N,135:1,N,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4050,PEMBERTON TWP,302,MARCUS NEWCOMB MIDDLE SCHOOL,N,10:1,N,135:1,N,13:1,1570:1,362:1,277:1,214:1
05,BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,050,RANCOCAS VALLEY REGIONAL HIGH SCHOOL,14:1,14:1,144:1,144:1,10:1,10:1,2015:1,672:1,288:1,403:1
05,BURLINGTON,4450,RIVERSIDE TWP,050,RIVERSIDE HIGH SCHOOL,11:1,12:1,103:1,139:1,10:1,12:1,1388:1,694:1,347:1,278:1
05,BURLINGTON,4450,RIVERSIDE TWP,060,RIVERSIDE ELEMENTARY SCHOOL,15:1,12:1,359:1,139:1,25:1,12:1,1388:1,694:1,347:1,278:1
05,BURLINGTON,4450,RIVERSIDE TWP,070,RIVERSIDE MIDDLE SCHOOL,8:1,12:1,259:1,139:1,32:1,12:1,1388:1,694:1,347:1,278:1
05,BURLINGTON,4460,RIVERTON,050,RIVERTON SCHOOL,11:1,11:1,99:1,99:1,9:1,9:1,297:1,149:1,N,99:1
05,BURLINGTON,4740,SHAMONG TWP,050,INDIAN MILLS ELEMENTARY SCHOOL,10:1,12:1,201:1,129:1,20:1,11:1,N,387:1,387:1,258:1
05,BURLINGTON,4740,SHAMONG TWP,055,INDIAN MILLS MEMORIAL SCHOOL,14:1,12:1,93:1,129:1,7:1,11:1,N,387:1,387:1,258:1
05,BURLINGTON,4930,SOUTHAMPTON TWP,050,SOUTHAMPTON TOWNSHIP SCHOOL #1,10:1,10:1,76:1,79:1,8:1,8:1,N,357:1,357:1,238:1
05,BURLINGTON,4930,SOUTHAMPTON TWP,060,SOUTHAMPTON TOWNSHIP SCHOOL #2,9:1,10:1,75:1,79:1,8:1,8:1,N,357:1,357:1,238:1
05,BURLINGTON,4930,SOUTHAMPTON TWP,070,SOUTHAMPTON TOWNSHIP SCHOOL #3,10:1,10:1,130:1,79:1,14:1,8:1,N,357:1,357:1,238:1
05,BURLINGTON,5010,SPRINGFIELD TWP,050,SPRINGFIELD TOWNSHIP SCHOOL,8:1,8:1,55:1,55:1,7:1,7:1,N,218:1,N,218:1
05,BURLINGTON,5130,TABERNACLE TWP,040,KENNETH R. OLSON MIDDLE SCHOOL,11:1,11:1,336:1,120:1,32:1,11:1,360:1,360:1,720:1,240:1
05,BURLINGTON,5130,TABERNACLE TWP,060,TABERNACLE ELEMENTARY SCHOOL,12:1,11:1,384:1,120:1,33:1,11:1,360:1,360:1,720:1,240:1
05,BURLINGTON,5720,WESTAMPTON,020,HOLLY HILLS ELEMENTARY SCHOOL,12:1,13:1,175:1,202:1,15:1,16:1,505:1,505:1,505:1,1009:1
05,BURLINGTON,5720,WESTAMPTON,050,WESTAMPTON TOWNSHIP MIDDLE SCHOOL,13:1,13:1,121:1,202:1,9:1,16:1,505:1,505:1,505:1,1009:1
05,BURLINGTON,5805,WILLINGBORO TWP,053,WILLINGBORO HIGH SCHOOL,12:1,13:1,119:1,110:1,10:1,9:1,704:1,587:1,391:1,235:1
05,BURLINGTON,5805,WILLINGBORO TWP,057,WILLINGBORO MEMORIAL MIDDLE SCHOOL,22:1,13:1,123:1,110:1,6:1,9:1,704:1,587:1,391:1,235:1
05,BURLINGTON,5805,WILLINGBORO TWP,064,GARFIELD EAST ELEMENTARY SCHOOL,13:1,13:1,183:1,110:1,15:1,9:1,704:1,587:1,391:1,235:1
05,BURLINGTON,5805,WILLINGBORO TWP,065,HAWTHORNE PARK ELEMENTARY SCHOOL,15:1,13:1,445:1,110:1,30:1,9:1,704:1,587:1,391:1,235:1
05,BURLINGTON,5805,WILLINGBORO TWP,080,W. R. JAMES SR. ELEMENTARY SCHOOL,14:1,13:1,219:1,110:1,16:1,9:1,704:1,587:1,391:1,235:1
05,BURLINGTON,5805,WILLINGBORO TWP,090,J. C. STUART ELEMENTARY SCHOOL,13:1,13:1,211:1,110:1,16:1,9:1,704:1,587:1,391:1,235:1
05,BURLINGTON,5805,WILLINGBORO TWP,120,TWIN HILLS ELEMENTARY SCHOOL,14:1,13:1,180:1,110:1,13:1,9:1,704:1,587:1,391:1,235:1
05,BURLINGTON,5805,WILLINGBORO TWP,300,ALTERNATIVE SCHOOL AT LEVITT,7:1,13:1,41:1,110:1,6:1,9:1,704:1,587:1,391:1,235:1
05,BURLINGTON,5890,WOODLAND TWP,030,CHATSWORTH ELEMENTARY SCHOOL,8:1,8:1,45:1,45:1,6:1,6:1,N,135:1,N,135:1
07,CAMDEN,0150,AUDUBON BORO,010,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,12:1,11:1,102:1,138:1,9:1,12:1,760:1,506:1,253:1,217:1
07,CAMDEN,0150,AUDUBON BORO,040,HAVILAND AVENUE SCHOOL,10:1,11:1,109:1,138:1,11:1,12:1,760:1,506:1,253:1,217:1
07,CAMDEN,0150,AUDUBON BORO,050,MANSION AVENUE SCHOOL,10:1,11:1,126:1,138:1,12:1,12:1,760:1,506:1,253:1,217:1
07,CAMDEN,0190,BARRINGTON BORO,010,AVON ELEMENTARY SCHOOL,11:1,10:1,164:1,122:1,15:1,13:1,610:1,305:1,610:1,305:1
07,CAMDEN,0190,BARRINGTON BORO,030,WOODLAND MIDDLE SCHOOL,8:1,10:1,94:1,122:1,12:1,13:1,610:1,305:1,610:1,305:1
07,CAMDEN,0260,BELLMAWR BORO,015,BELL OAKS UPPER ELEMENTARY SCHOOL,13:1,14:1,60:1,123:1,5:1,9:1,1229:1,N,615:1,615:1
07,CAMDEN,0260,BELLMAWR BORO,020,BELLMAWR PARK ELEMENTARY SCHOOL,16:1,14:1,467:1,123:1,30:1,9:1,1229:1,N,615:1,615:1
07,CAMDEN,0260,BELLMAWR BORO,030,ETHEL M BURKE ELEMENTARY SCHOOL,12:1,14:1,285:1,123:1,23:1,9:1,1229:1,N,615:1,615:1
07,CAMDEN,0330,BERLIN BORO,020,BERLIN COMMUNITY SCHOOL,12:1,12:1,168:1,168:1,14:1,14:1,N,419:1,838:1,210:1
07,CAMDEN,0340,BERLIN TWP,030,DWIGHT D EISENHOWER MIDDLE SCHOOL,9:1,9:1,330:1,104:1,38:1,11:1,312:1,623:1,312:1,208:1
07,CAMDEN,0340,BERLIN TWP,050,JOHN F KENNEDY ELEMENTARY SCHOOL,9:1,9:1,293:1,104:1,31:1,11:1,312:1,623:1,312:1,208:1
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,020,HIGHLAND REGIONAL HIGH SCHOOL,12:1,12:1,238:1,98:1,20:1,8:1,1148:1,1148:1,191:1,344:1
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,030,TIMBER CREEK REGIONAL HIGH SCHOOL,12:1,12:1,165:1,98:1,14:1,8:1,1148:1,1148:1,191:1,344:1
07,CAMDEN,0390,BLACK HORSE PIKE REGIONAL,050,TRITON REGIONAL HIGH SCHOOL,12:1,12:1,137:1,98:1,11:1,8:1,1148:1,1148:1,191:1,344:1
07,CAMDEN,0580,BROOKLAWN BORO,010,ALICE COSTELLO ELEMENTARY SCHOOL,10:1,10:1,157:1,157:1,15:1,15:1,N,N,N,157:1
07,CAMDEN,0680,CAMDEN CITY,025,EARLY CHILDHOOD DEVELOPMENT CENTER,8:1,13:1,133:1,103:1,16:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,029,DR. CHARLES E. BRIMM MEDICAL ARTS HIGH SCHOOL,8:1,13:1,69:1,103:1,8:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,030,CAMDEN HIGH SCHOOL,9:1,13:1,64:1,103:1,7:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,040,WOODROW WILSON HIGH SCHOOL,13:1,13:1,102:1,103:1,8:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,080,VETERANS MEMORIAL FAMILY SCHOOL,14:1,13:1,257:1,103:1,19:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,145,OCTAVIO V. CATTO COMMUNITY FAMILY SCHOOL,N,13:1,N,103:1,N,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,165,COOPER'S POYNT FAMILY SCHOOL,10:1,13:1,148:1,103:1,14:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,170,ALFRED CRAMER COLLEGE PREPARATORY LAB SCHOOL,11:1,13:1,241:1,103:1,22:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,175,RILETTA TWYNE CREAM FAMILY SCHOOL,10:1,13:1,326:1,103:1,33:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,180,DR. HENRY H. DAVIS ELEMENTARY SCHOOL,10:1,13:1,335:1,103:1,35:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,190,THOMAS H. DUDLEY FAMILY SCHOOL,10:1,13:1,272:1,103:1,26:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,205,FOREST HILL SCHOOL,11:1,13:1,297:1,103:1,26:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,245,CREATIVE ARTS MORGAN VILLAGE ACADEMY,8:1,13:1,85:1,103:1,10:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,300,HARRY C. SHARP ELEMENTARY SCHOOL,10:1,13:1,189:1,103:1,19:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,301,HENRY L. BONSALL FAMILY SCHOOL,N,13:1,N,103:1,N,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,302,RAFAEL CORDERO MOLINA ELEMENTARY SCHOOL,N,13:1,N,103:1,N,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,304,FRANCIS X. MCGRAW ELEMENTARY,N,13:1,N,103:1,N,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,305,CAMDEN BIG PICTURE LEARNING ACADEMY,9:1,13:1,82:1,103:1,9:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,320,DR. ULYSSES S. WIGGINS COLLEGE PREPARATORY LAB SCHOOL,11:1,13:1,206:1,103:1,20:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,350,HENRY B. WILSON FAMILY SCHOOL,12:1,13:1,311:1,103:1,25:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0680,CAMDEN CITY,360,YORKSHIP ELEMENTARY SCHOOL,11:1,13:1,234:1,103:1,21:1,8:1,N,377:1,428:1,214:1
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,030,CAMDEN COUNTY TECHNICAL SCHOOL-PENNSAUKEN,11:1,10:1,124:1,78:1,11:1,7:1,2023:1,674:1,253:1,225:1
07,CAMDEN,0700,CAMDEN COUNTY VOCATIONAL,040,CAMDEN COUNTY TECHNICAL SCHOOL-GTC,10:1,10:1,92:1,78:1,9:1,7:1,2023:1,674:1,253:1,225:1
07,CAMDEN,0800,CHERRY HILL TWP,030,CHERRY HILL HIGH SCHOOL EAST,16:1,13:1,362:1,233:1,23:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,040,CHERRY HILL HIGH SCHOOL WEST,12:1,13:1,220:1,233:1,18:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,058,A. RUSSELL KNIGHT ELEMENTARY SCHOOL,13:1,13:1,357:1,233:1,27:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,060,ALTERNATIVE HIGH SCHOOL,5:1,13:1,37:1,233:1,7:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,062,BARCLAY EARLY CHILDHOOD CENTER,16:1,13:1,285:1,233:1,18:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,067,JOHN A. CARUSI MIDDLE SCHOOL,13:1,13:1,321:1,233:1,25:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,068,BRET HARTE ELEMENTARY SCHOOL,17:1,13:1,409:1,233:1,24:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,069,CLARA BARTON ELEMENTARY SCHOOL,15:1,13:1,472:1,233:1,31:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,073,HENRY C. BECK MIDDLE SCHOOL,12:1,13:1,443:1,233:1,37:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,074,ROSA INTERNATIONAL MIDDLE SCHOOL,13:1,13:1,265:1,233:1,20:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,075,HORACE MANN ELEMENTARY SCHOOL,14:1,13:1,297:1,233:1,22:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,083,JAMES F. COOPER ELEMENTARY SCHOOL,12:1,13:1,230:1,233:1,20:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,085,JAMES JOHNSON ELEMENTARY SCHOOL,14:1,13:1,432:1,233:1,30:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,100,JOSEPH D. SHARP ELEMENTARY SCHOOL,18:1,13:1,357:1,233:1,20:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,105,JOYCE KILMER ELEMENTARY SCHOOL,15:1,13:1,455:1,233:1,30:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,110,KINGSTON ELEMENTARY SCHOOL,14:1,13:1,398:1,233:1,29:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,113,RICHARD STOCKTON ELEMENTARY SCHOOL,15:1,13:1,361:1,233:1,24:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,115,THOMAS PAINE ELEMENTARY SCHOOL,13:1,13:1,361:1,233:1,27:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0800,CHERRY HILL TWP,130,WOODCREST ELEMENTARY SCHOOL,16:1,13:1,368:1,233:1,23:1,18:1,576:1,521:1,281:1,353:1
07,CAMDEN,0880,CLEMENTON BORO,010,CLEMENTON ELEMENTARY SCHOOL,9:1,9:1,91:1,91:1,10:1,10:1,457:1,229:1,457:1,152:1
07,CAMDEN,0940,COLLINGSWOOD BORO,030,COLLINGSWOOD HIGH SCHOOL,10:1,11:1,104:1,105:1,10:1,10:1,1988:1,331:1,497:1,249:1
07,CAMDEN,0940,COLLINGSWOOD BORO,040,COLLINGSWOOD MIDDLE SCHOOL,9:1,11:1,202:1,105:1,23:1,10:1,1988:1,331:1,497:1,249:1
07,CAMDEN,0940,COLLINGSWOOD BORO,050,JAMES A. GARFIELD ELEMENTARY SCHOOL,10:1,11:1,138:1,105:1,14:1,10:1,1988:1,331:1,497:1,249:1
07,CAMDEN,0940,COLLINGSWOOD BORO,060,MARK NEWBIE ELEMENTARY SCHOOL,8:1,11:1,133:1,105:1,16:1,10:1,1988:1,331:1,497:1,249:1
07,CAMDEN,0940,COLLINGSWOOD BORO,070,THOMAS SHARP ELEMENTARY SCHOOL,8:1,11:1,188:1,105:1,23:1,10:1,1988:1,331:1,497:1,249:1
07,CAMDEN,0940,COLLINGSWOOD BORO,080,WILLIAM P TATEM ELEMENTARY SCHOOL,11:1,11:1,232:1,105:1,22:1,10:1,1988:1,331:1,497:1,249:1
07,CAMDEN,0940,COLLINGSWOOD BORO,090,ZANE NORTH ELEMENTARY SCHOOL,11:1,11:1,168:1,105:1,16:1,10:1,1988:1,331:1,497:1,249:1
07,CAMDEN,1255,EASTERN CAMDEN COUNTY REG,050,EASTERN REGIONAL HIGH SCHOOL,14:1,14:1,177:1,150:1,13:1,11:1,1949:1,975:1,244:1,325:1
07,CAMDEN,1720,GIBBSBORO BORO,020,GIBBSBORO ELEMENTARY SCHOOL,10:1,10:1,133:1,133:1,14:1,14:1,N,265:1,N,88:1
07,CAMDEN,1770,GLOUCESTER CITY,050,GLOUCESTER CITY JR. SR. HIGH SCHOOL,9:1,11:1,49:1,132:1,5:1,12:1,705:1,423:1,353:1,265:1
07,CAMDEN,1770,GLOUCESTER CITY,160,COLD SPRINGS SCHOOL,12:1,11:1,219:1,132:1,19:1,12:1,705:1,423:1,353:1,265:1
07,CAMDEN,1770,GLOUCESTER CITY,300,GLOUCESTER CITY MIDDLE SCHOOL,12:1,11:1,250:1,132:1,21:1,12:1,705:1,423:1,353:1,265:1
07,CAMDEN,1780,GLOUCESTER TWP,020,BLACKWOOD ELEMENTARY SCHOOL,13:1,12:1,298:1,181:1,24:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,035,CHARLES W. LEWIS MIDDLE SCHOOL,11:1,12:1,211:1,181:1,20:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,040,CHEWS ELEMENTARY SCHOOL,13:1,12:1,333:1,181:1,27:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,050,ERIAL ELEMENTARY SCHOOL,13:1,12:1,338:1,181:1,26:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,055,GLEN LANDING MIDDLE SCHOOL,11:1,12:1,245:1,181:1,22:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,060,GLENDORA ELEMENTARY SCHOOL,12:1,12:1,250:1,181:1,21:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,070,GLOUCESTER TOWNSHIP ELEMENTARY SCHOOL,14:1,12:1,246:1,181:1,18:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,085,"JAMES W. LILLEY, JR. ELEMENTARY SCHOOL",12:1,12:1,260:1,181:1,22:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,090,LORING FLEMMING ELEMENTARY SCHOOL,13:1,12:1,355:1,181:1,27:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,100,ANN A. MULLEN MIDDLE SCHOOL,12:1,12:1,292:1,181:1,25:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1780,GLOUCESTER TWP,180,UNION VALLEY ELEMENTARY SCHOOL,10:1,12:1,220:1,181:1,22:1,15:1,577:1,634:1,397:1,352:1
07,CAMDEN,1799,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",111,"KIPP: COOPER NORCROSS, A NEW JERSEY NONPROFIT CORPORATION",20:1,20:1,N,N,N,N,N,1121:1,N,1121:1
07,CAMDEN,1801,"CAMDEN PREP, INC.",113,"CAMDEN PREP, INC.",18:1,18:1,191:1,191:1,10:1,10:1,N,N,N,N
07,CAMDEN,1802,"MASTERY SCHOOLS OF CAMDEN, INC. ",112,"MASTERY SCHOOLS OF CAMDEN, INC.",14:1,14:1,186:1,186:1,13:1,13:1,N,2042:1,N,340:1
07,CAMDEN,1880,HADDON HEIGHTS BORO,050,HADDON HEIGHTS JR./SR. HIGH SCHOOL,11:1,11:1,213:1,141:1,19:1,13:1,1410:1,201:1,353:1,282:1
07,CAMDEN,1880,HADDON HEIGHTS BORO,060,GLENVIEW AVENUE,8:1,11:1,272:1,141:1,33:1,13:1,1410:1,201:1,353:1,282:1
07,CAMDEN,1880,HADDON HEIGHTS BORO,080,ATLANTIC AVENUE,16:1,11:1,156:1,141:1,10:1,13:1,1410:1,201:1,353:1,282:1
07,CAMDEN,1880,HADDON HEIGHTS BORO,090,SEVENTH AVENUE,15:1,11:1,132:1,141:1,9:1,13:1,1410:1,201:1,353:1,282:1
07,CAMDEN,1890,HADDON TWP,050,HADDON TOWNSHIP HIGH SCHOOL,10:1,12:1,102:1,127:1,10:1,10:1,2028:1,406:1,406:1,254:1
07,CAMDEN,1890,HADDON TWP,060,THOMAS A. EDISON ELEMENTARY SCHOOL,9:1,12:1,149:1,127:1,17:1,10:1,2028:1,406:1,406:1,254:1
07,CAMDEN,1890,HADDON TWP,070,CLYDE S. JENNINGS ELEMENTARY SCHOOL,6:1,12:1,114:1,127:1,18:1,10:1,2028:1,406:1,406:1,254:1
07,CAMDEN,1890,HADDON TWP,080,STOY ELEMENTARY SCHOOL,7:1,12:1,161:1,127:1,22:1,10:1,2028:1,406:1,406:1,254:1
07,CAMDEN,1890,HADDON TWP,090,STRAWBRIDGE ELEMENTARY SCHOOL,12:1,12:1,214:1,127:1,18:1,10:1,2028:1,406:1,406:1,254:1
07,CAMDEN,1890,HADDON TWP,100,VAN SCIVER ELEMENTARY SCHOOL,8:1,12:1,323:1,127:1,39:1,10:1,2028:1,406:1,406:1,254:1
07,CAMDEN,1890,HADDON TWP,110,WILLIAM G. ROHRER MIDDLE SCHOOL,9:1,12:1,228:1,127:1,24:1,10:1,2028:1,406:1,406:1,254:1
07,CAMDEN,1900,HADDONFIELD BORO,050,HADDONFIELD MEMORIAL HIGH SCHOOL,9:1,12:1,104:1,181:1,11:1,15:1,907:1,544:1,247:1,302:1
07,CAMDEN,1900,HADDONFIELD BORO,060,CENTRAL SCHOOL,12:1,12:1,417:1,181:1,36:1,15:1,907:1,544:1,247:1,302:1
